latitude,longitude,count
45.40173,9.10575,0
45.40173,9.112108000000001,0
45.40173,9.118466,0
45.40173,9.124824,0
45.40173,9.131182,0
45.40173,9.137540000000001,0
45.40173,9.143898,0
45.40173,9.150256,0
45.40173,9.156614000000001,0
45.40173,9.162972,0
45.40173,9.16933,0
45.40173,9.175688000000001,0
45.40173,9.182046,0
45.40173,9.188404,0
45.40173,9.194762,0
45.40173,9.201120000000001,0
45.40173,9.207478,0
45.40173,9.213836,0
45.40173,9.220194000000001,0
45.40173,9.226552,0
45.40173,9.23291,0
45.40173,9.239268000000001,0
45.40173,9.245626,0
45.40173,9.251984,0
45.40173,9.258342,0
45.40173,9.264700000000001,0
45.40173,9.271058,0
45.406225,9.10575,0
45.406225,9.112108000000001,0
45.406225,9.118466,0
45.406225,9.124824,0
45.406225,9.131182,0
45.406225,9.137540000000001,0
45.406225,9.143898,0
45.406225,9.150256,0
45.406225,9.156614000000001,0
45.406225,9.162972,0
45.406225,9.16933,0
45.406225,9.175688000000001,0
45.406225,9.182046,0
45.406225,9.188404,0
45.406225,9.194762,0
45.406225,9.201120000000001,0
45.406225,9.207478,0
45.406225,9.213836,0
45.406225,9.220194000000001,0
45.406225,9.226552,0
45.406225,9.23291,0
45.406225,9.239268000000001,0
45.406225,9.245626,0
45.406225,9.251984,0
45.406225,9.258342,0
45.406225,9.264700000000001,0
45.406225,9.271058,0
45.41072,9.10575,0
45.41072,9.112108000000001,0
45.41072,9.118466,0
45.41072,9.124824,0
45.41072,9.131182,0
45.41072,9.137540000000001,0
45.41072,9.143898,0
45.41072,9.150256,0
45.41072,9.156614000000001,0
45.41072,9.162972,0
45.41072,9.16933,0
45.41072,9.175688000000001,0
45.41072,9.182046,0
45.41072,9.188404,0
45.41072,9.194762,0
45.41072,9.201120000000001,0
45.41072,9.207478,0
45.41072,9.213836,0
45.41072,9.220194000000001,0
45.41072,9.226552,0
45.41072,9.23291,0
45.41072,9.239268000000001,0
45.41072,9.245626,0
45.41072,9.251984,0
45.41072,9.258342,0
45.41072,9.264700000000001,0
45.41072,9.271058,0
45.415215,9.10575,0
45.415215,9.112108000000001,0
45.415215,9.118466,0
45.415215,9.124824,0
45.415215,9.131182,0
45.415215,9.137540000000001,0
45.415215,9.143898,0
45.415215,9.150256,0
45.415215,9.156614000000001,0
45.415215,9.162972,0
45.415215,9.16933,0
45.415215,9.175688000000001,2
45.415215,9.182046,0
45.415215,9.188404,0
45.415215,9.194762,0
45.415215,9.201120000000001,0
45.415215,9.207478,0
45.415215,9.213836,0
45.415215,9.220194000000001,0
45.415215,9.226552,0
45.415215,9.23291,0
45.415215,9.239268000000001,0
45.415215,9.245626,0
45.415215,9.251984,0
45.415215,9.258342,1
45.415215,9.264700000000001,0
45.415215,9.271058,0
45.41971,9.10575,0
45.41971,9.112108000000001,0
45.41971,9.118466,0
45.41971,9.124824,0
45.41971,9.131182,0
45.41971,9.137540000000001,0
45.41971,9.143898,0
