latitude,longitude
45.46233,9.19511
45.46765,9.17869
45.49697,9.13911
45.46184,9.20668
45.48666,9.15626
45.44918,9.18872
45.46573,9.16163
45.48349,9.2031
45.48275,9.19934
45.45188,9.16299
45.484,9.19929
45.46072,9.22624
45.46302,9.15634
45.46929,9.17141
45.48507,9.20781
45.47491,9.2078
45.46352,9.16381
45.45863,9.20093
45.47485,9.16006
45.47268,9.22879
45.47511,9.18691
45.4789,9.21657
45.47546,9.19208
45.47178,9.21019
45.48003,9.22133
45.45599,9.15476
45.45257,9.16543
45.45042,9.1904
45.44243,9.15569
45.43549,9.23711
45.47984,9.16824
45.46894,9.22329
45.44154,9.22482
45.46107,9.20227
45.49076,9.1951
45.46902,9.15489
45.48179,9.21398
45.46961,9.13584
45.47091,9.23818
45.48087,9.2097
45.48379,9.20409
45.49656,9.14016
45.45741,9.14741
45.46451,9.2065
45.44742,9.17812
45.45607,9.17931
45.46437,9.15412
45.47916,9.21769
45.45442,9.16444
45.47271,9.18634
45.45937,9.21333
45.45941,9.2085
45.47604,9.20845
45.47287,9.18685
45.44698,9.18558
45.47645,9.22455
45.47026,9.20568
45.50439,9.17533
45.46143,9.20699
45.49627,9.14295
45.46406,9.17937
45.50677,9.24273
45.45268,9.20146
45.46129,9.20233
45.46943,9.19374
45.43621,9.17829
45.49656,9.1862
45.46482,9.18325
45.46941,9.17217
45.50047,9.18788
45.47862,9.18949
45.51263,9.18692
45.48053,9.19824
45.45917,9.20668
45.48268,9.1688
45.47075,9.20703
45.44392,9.16888
45.47519,9.21611
45.45753,9.18762
45.47944,9.2062
45.46499,9.16443
45.44939,9.18912
45.48219,9.23046
45.46941,9.17215
45.4528,9.18176
45.48043,9.17851
45.47422,9.20585
45.46848,9.19902
45.47956,9.20545
45.46306,9.13299
45.47422,9.20722
45.4572,9.19113
45.46352,9.16381
45.48149,9.19168
45.50263,9.19747
45.48751,9.17181
45.48622,9.14282
45.45096,9.19531
45.48311,9.17111
45.4876,9.16436
45.44004,9.18173
45.46604,9.18793
45.4556,9.17588
45.48452,9.23184
45.43924,9.20025
45.47708,9.20787
45.49674,9.17932
45.44609,9.19909
45.49204,9.2283
45.46555,9.14473
45.45204,9.19884
45.4829,9.16934
45.46657,9.2136
45.46332,9.14003
45.45127,9.21088
45.47531,9.20953
45.45299,9.20321
45.43415,9.23719
45.47579,9.09018
45.49336,9.20325
45.45886,9.21305
45.45091,9.20382
45.46011,9.17679
45.45548,9.19083
45.45472,9.16943
45.46572,9.16169
45.47512,9.21817
45.47008,9.15087
45.48259,9.18518
45.47645,9.16539
45.49733,9.17055
45.47139,9.16332
45.45987,9.17435
45.48454,9.20483
45.46645,9.18128
45.4652,9.15178
45.45714,9.19038
45.47546,9.15242
45.46789,9.20965
45.45412,9.21479
45.45641,9.16449
45.45863,9.20093
45.49561,9.18756
45.4493,9.17315
45.46612,9.20708
45.4639,9.16369
45.44972,9.1658
45.45875,9.18772
45.47727,9.22363
45.48572,9.22366
45.48421,9.20683
45.46669,9.20576
45.45563,9.17385
45.47049,9.18435
45.49499,9.18359
45.487,9.21344
45.44912,9.18872
45.45167,9.19392
45.48083,9.22328
45.47125,9.21482
45.50183,9.22629
45.45959,9.20284
45.46779,9.15141
45.4773,9.21202
45.46219,9.20455
45.48842,9.21185
45.45762,9.22427
45.48025,9.19582
45.49132,9.16793
45.45442,9.16444
45.44405,9.15297
45.47291,9.18077
45.44899,9.18714
45.47531,9.18607
45.46532,9.16564
45.47381,9.1092
45.45941,9.2085
45.45449,9.16503
45.49691,9.15525
45.48715,9.21335
45.47081,9.19137
45.48506,9.18361
45.45436,9.17157
45.45451,9.15498
45.46501,9.21025
45.46669,9.22231
45.45857,9.18309
45.4415,9.14957
45.466,9.21082
45.4654,9.15614
45.47302,9.20543
45.48599,9.23336
45.45993,9.15546
45.45535,9.18559
45.4881,9.20415
45.45202,9.1907
45.46848,9.19902
45.48124,9.18561
45.46499,9.17715
45.47033,9.19772
45.46109,9.16973
45.4763,9.2062
45.46218,9.15134
45.45338,9.17508
45.48057,9.16119
45.44725,9.20101
45.46501,9.21025
45.45295,9.16043
45.47909,9.21354
45.47919,9.18756
45.47731,9.19399
45.46798,9.20963
45.45504,9.19216
45.46796,9.17813
45.45738,9.20773
45.45724,9.21395
45.47976,9.21462
45.48519,9.20808
45.46612,9.18071
45.44146,9.21657
45.44533,9.15167
45.46879,9.184
45.48578,9.18806
45.47188,9.18314
45.45331,9.16434
45.45335,9.20952
45.4531,9.17303
45.48588,9.21429
45.45992,9.20622
45.463,9.20484
45.48369,9.22506
45.45167,9.19392
45.47983,9.20159
45.48914,9.15829
45.47876,9.18988
45.47097,9.23302
45.47669,9.16
45.44878,9.14722
45.47877,9.18962
45.48661,9.16773
45.47928,9.21248
45.44249,9.15555
45.48376,9.19839
45.47841,9.22575
45.44388,9.17077
45.46072,9.22568
45.46426,9.16341
45.46138,9.19022
45.47125,9.21482
45.47067,9.15586
45.47043,9.19793
45.47556,9.14773
45.47256,9.20133
45.51679,9.18886
45.47604,9.20845
45.47418,9.20744
45.49088,9.16847
45.45556,9.17153
45.47837,9.19229
45.45887,9.1914
45.47915,9.1799
45.4703,9.19215
45.47302,9.18876
45.44173,9.17909
45.45133,9.19924
45.46986,9.22827
45.46038,9.14454
45.48264,9.15864
45.48459,9.22811
45.48025,9.19582
45.46265,9.22397
45.448,9.20284
45.44698,9.18558
45.47115,9.15819
45.47645,9.22455
45.46374,9.17807
45.46172,9.19078
45.46029,9.14487
45.46144,9.18897
45.46109,9.16973
45.46527,9.21124
45.45418,9.17297
45.4747,9.1623
45.47826,9.21524
45.47593,9.19184
45.47184,9.18334
45.45305,9.19207
45.48021,9.20723
45.4664,9.19869
45.48253,9.1717
45.4735,9.21241
45.48661,9.16773
45.50554,9.20258
45.46789,9.15982
45.47387,9.21825
45.48421,9.20446
45.46087,9.16846
45.47915,9.17278
45.4745,9.18992
45.44725,9.20101
45.49301,9.20758
45.48543,9.20685
45.48251,9.19423
45.48133,9.17023
45.46277,9.18916
45.44609,9.19909
45.4728,9.18691
45.46881,9.1903
45.48349,9.2031
45.47435,9.2337
45.47647,9.21052
45.49893,9.23463
45.46916,9.1717
45.47734,9.17899
45.46139,9.18899
45.48487,9.20646
45.45089,9.19061
45.46637,9.19547
45.43854,9.22408
45.44139,9.15195
45.48507,9.20781
45.4825,9.17169
45.46678,9.20456
45.45167,9.19392
45.444,9.15263
45.46776,9.1745
45.48996,9.18345
45.48401,9.18206
45.4531,9.17303
45.48686,9.15789
45.45448,9.17744
45.48639,9.15986
45.46354,9.16437
45.44157,9.17245
45.45359,9.18099
45.45479,9.17645
45.49705,9.19225
45.46144,9.18897
45.4755,9.18458
45.47328,9.19286
45.45314,9.21303
45.47792,9.20405
45.50037,9.19847
45.4438,9.19889
45.4881,9.20415
45.45392,9.15461
45.48909,9.21488
45.46051,9.15529
45.47796,9.20266
45.46941,9.17215
45.4719,9.17355
45.44939,9.20938
45.46822,9.20702
45.44016,9.16574
45.48852,9.19482
45.46503,9.16817
45.4781,9.1959
45.45917,9.20593
45.48914,9.15829
45.49313,9.18203
45.46541,9.19825
45.48372,9.21314
45.47782,9.18885
45.457,9.18608
45.45171,9.21117
45.45816,9.22191
45.47526,9.14341
45.4578,9.18393
45.47014,9.18277
45.50183,9.22629
45.44397,9.15215
45.4039,9.17359
45.49597,9.20791
45.48944,9.1556
45.46674,9.2047
45.47097,9.15248
45.48651,9.15087
45.476,9.19486
45.45697,9.21715
45.45792,9.16831
45.46138,9.19022
45.46157,9.15068
45.48434,9.15098
45.46814,9.17376
45.48195,9.22119
45.48454,9.20483
45.44952,9.19042
45.47115,9.15819
45.46957,9.18471
45.4627,9.18909
45.44856,9.22074
45.46031,9.17545
45.48578,9.18806
45.43688,9.20974
45.48241,9.19439
45.47123,9.16632
45.46308,9.17136
45.48509,9.1943
45.47801,9.20657
45.45871,9.21373
45.46375,9.21341
45.47741,9.18596
45.48148,9.20707
45.46781,9.22601
45.44259,9.22528
45.45759,9.1904
45.50141,9.19262
45.47369,9.22145
45.45808,9.15122
45.44856,9.19066
45.49273,9.205
45.48795,9.20202
45.48996,9.21453
45.48535,9.22642
45.43508,9.17882
45.48861,9.15756
45.44325,9.16622
45.47708,9.19799
45.48194,9.18618
45.45551,9.16007
45.45257,9.16543
45.44186,9.17313
45.47468,9.18171
45.48189,9.19546
45.46055,9.22417
45.4673,9.19509
45.4634,9.20516
45.52081,9.20918
45.46786,9.17868
45.46267,9.19041
45.4853,9.21574
45.48441,9.18847
45.44214,9.16589
45.47228,9.15894
45.4553,9.17714
45.45294,9.19159
45.49141,9.19764
45.47768,9.16272
45.46283,9.15168
45.4823,9.2354
45.46485,9.18343
45.47289,9.17325
45.45047,9.22013
45.47801,9.20768
45.46505,9.2019
45.46084,9.13744
45.46755,9.16793
45.4735,9.21241
45.51105,9.22485
45.46277,9.18916
45.48304,9.1685
45.47207,9.15919
45.46094,9.19862
45.46066,9.16311
45.49597,9.20791
45.45841,9.22282
45.44887,9.17491
45.46604,9.18793
45.45292,9.16428
45.46875,9.17109
45.45787,9.19285
45.50969,9.17453
45.48443,9.20473
45.47557,9.16939
45.47297,9.18852
45.45858,9.16739
45.49586,9.2164
45.46241,9.27726
45.47862,9.18949
45.47605,9.18606
45.48751,9.16993
45.45768,9.14793
45.45097,9.19803
45.46936,9.19748
45.45331,9.16754
45.47041,9.18344
45.47389,9.20833
45.46382,9.21051
45.46501,9.21025
45.44782,9.19684
45.45412,9.17616
45.46412,9.17352
45.45938,9.19052
45.46952,9.18679
45.48008,9.23332
45.44329,9.14929
45.46139,9.18899
45.45888,9.15254
45.45724,9.17549
45.44848,9.19507
45.46031,9.17545
45.48401,9.18206
45.47093,9.16516
45.46308,9.17136
45.50037,9.19847
45.45648,9.17454
45.44977,9.15482
45.48042,9.20265
45.4634,9.20516
45.45003,9.17266
45.49195,9.21404
45.48051,9.18941
45.48304,9.1685
45.48194,9.18618
45.4742,9.14555
45.47605,9.18606
45.46764,9.18067
45.46683,9.19589
45.487,9.21344
45.49808,9.20154
45.47091,9.19995
45.47297,9.18852
45.45314,9.15065
45.46898,9.13467
45.4729,9.20023
45.46825,9.19881
45.44905,9.14832
45.45101,9.15962
45.47364,9.12983
45.45549,9.18807
45.46586,9.16181
45.46119,9.15486
45.46119,9.18794
45.45447,9.16488
45.49393,9.14366
45.48431,9.20457
45.4796,9.23303
45.46658,9.18163
45.48088,9.16809
45.48327,9.22648
45.44123,9.19001
45.46953,9.18343
45.45278,9.16608
45.51279,9.18322
45.45492,9.21037
45.46655,9.19908
45.4879,9.14967
45.47228,9.15894
45.46683,9.22858
45.46704,9.13978
45.48453,9.22647
45.45734,9.2474
45.45724,9.17549
45.45355,9.15244
45.50215,9.18969
45.46819,9.16289
45.46069,9.22508
45.48308,9.20523
45.49379,9.14758
45.43053,9.25868
45.46843,9.15532
45.44757,9.20307
45.47086,9.18372
45.46292,9.19311
45.4572,9.16028
45.44849,9.20264
45.46863,9.15106
45.4527,9.16599
45.45695,9.19917
45.46598,9.18066
45.45467,9.1695
45.4578,9.18393
45.46897,9.16311
45.4775,9.18596
45.4703,9.19215
45.4916,9.19487
45.45578,9.20243
45.48487,9.20646
45.45361,9.16235
45.48667,9.18866
45.47957,9.18364
45.45279,9.21004
45.46553,9.2292
45.48073,9.20186
45.50082,9.18283
45.47914,9.18264
45.45129,9.16096
45.46241,9.27726
45.45724,9.17549
45.46293,9.19364
45.44939,9.14501
45.48552,9.15617
45.47248,9.18571
45.49941,9.19486
45.44274,9.1739
45.47264,9.1859
45.47049,9.16192
45.46913,9.15462
45.47637,9.14757
45.46545,9.21578
45.45374,9.19617
45.45551,9.16007
45.44882,9.20259
45.48978,9.16339
45.47711,9.18521
45.44498,9.21643
45.47718,9.18129
45.45865,9.15471
45.46403,9.21389
45.4816,9.25139
45.46779,9.19487
45.48362,9.20653
45.47817,9.18897
45.48778,9.21872
45.46618,9.18771
45.48162,9.21863
45.48087,9.2097
45.46496,9.16212
45.46017,9.17136
45.46031,9.17227
45.44478,9.17918
45.45211,9.16378
45.44514,9.16763
45.4723,9.16914
45.4646,9.17009
45.48165,9.24613
45.48176,9.18906
45.45089,9.19061
45.47699,9.16852
45.45764,9.19329
45.49334,9.20535
45.43796,9.1626
45.48212,9.16844
45.47343,9.23114
45.48856,9.21534
45.46188,9.13779
45.48562,9.21928
45.47685,9.23376
45.48132,9.17021
45.45146,9.20937
45.47178,9.17007
45.45932,9.19879
45.44952,9.19042
45.46778,9.17829
45.48452,9.22986
45.47816,9.21096
45.46678,9.20456
45.47302,9.18876
45.44367,9.19685
45.49198,9.15074
45.46575,9.19334
45.45562,9.16633
45.48237,9.18126
45.46065,9.16052
45.49455,9.1848
45.45588,9.21154
45.46341,9.21037
45.46433,9.18694
45.47359,9.19495
45.49076,9.16859
45.48269,9.20615
45.47846,9.21422
45.4735,9.21241
45.46691,9.19584
45.45574,9.21142
45.44855,9.20553
45.48598,9.19989
45.44031,9.19981
45.46594,9.1989
45.43691,9.19783
45.46162,9.15991
45.46001,9.1548
45.45976,9.19279
45.49171,9.18989
45.46896,9.19023
45.45314,9.15065
45.46674,9.2047
45.45596,9.16943
45.45359,9.17225
45.46874,9.19029
45.48667,9.18866
45.45476,9.16912
45.48828,9.13789
45.46564,9.21601
45.46622,9.14563
45.45596,9.16475
45.45883,9.22339
45.47676,9.16791
45.48008,9.20739
45.44798,9.20345
45.43659,9.17482
45.45555,9.19678
45.47075,9.19147
45.44948,9.16471
45.45737,9.22173
45.45248,9.20017
45.47062,9.19234
45.48978,9.16339
45.45792,9.16831
45.48456,9.20562
45.47531,9.18859
45.47084,9.2224
45.4503,9.18592
45.47181,9.17358
45.47929,9.21669
45.46837,9.18925
45.48967,9.18914
45.46796,9.13133
45.50333,9.14369
45.46397,9.16129
45.45512,9.20431
45.46598,9.18066
45.45342,9.18571
45.46881,9.1903
45.48426,9.20453
45.49216,9.1844
45.48433,9.20671
45.47139,9.18278
45.4806,9.20815
45.47676,9.16791
45.4643,9.18699
45.47275,9.17168
45.47343,9.23114
45.46541,9.14267
45.4823,9.2354
45.45893,9.21184
45.47711,9.18521
45.4802,9.17196
45.46565,9.23315
45.46259,9.19238
45.44259,9.22528
45.471,9.19257
45.4937,9.15802
45.48982,9.22368
45.46933,9.17137
45.48509,9.20654
45.44835,9.20536
45.48372,9.21314
45.46559,9.1627
45.48036,9.1805
45.45408,9.20712
45.4723,9.2066
45.49656,9.14016
45.46171,9.18923
45.44176,9.19919
45.46604,9.18793
45.45204,9.16976
45.47063,9.18329
45.4658,9.19911
45.44284,9.19508
45.45218,9.08257
45.44478,9.17918
45.48394,9.18354
45.46951,9.17645
45.45549,9.18807
45.45194,9.1917
45.46943,9.20295
45.45726,9.15892
45.4679,9.16455
45.45142,9.20984
45.47614,9.21855
45.50795,9.2017
45.49131,9.1883
45.47882,9.14123
45.50153,9.22018
45.47906,9.18445
45.47827,9.17053
45.47105,9.21671
45.46971,9.17524
45.48269,9.20615
45.50118,9.19301
45.47273,9.19616
45.46957,9.18471
45.4399,9.22187
45.46511,9.15854
45.44102,9.19156
45.47084,9.15402
45.45868,9.1729
45.47775,9.16133
45.49757,9.20837
45.45914,9.16265
45.48174,9.16763
45.4579,9.20847
45.45003,9.17266
45.44533,9.15167
45.48358,9.16009
45.49359,9.20578
45.49819,9.12915
45.47093,9.2245
45.48292,9.19049
45.48212,9.16844
45.47108,9.20549
45.46693,9.19548
45.48827,9.21195
45.47112,9.1718
45.47273,9.20333
45.48814,9.23721
45.49324,9.18438
45.48018,9.14971
45.4843,9.15286
45.45476,9.16912
45.43824,9.21967
45.49757,9.20462
45.45056,9.21312
45.46087,9.14542
45.45693,9.16548
45.4775,9.20348
45.45372,9.20315
45.46584,9.19341
45.46559,9.1627
45.4802,9.17196
45.45555,9.19678
45.46805,9.17003
45.49666,9.20359
45.45868,9.1729
45.44992,9.21246
45.4869,9.16845
45.48253,9.18356
45.44743,9.19041
45.496,9.15496
45.48565,9.1964
45.46556,9.19325
45.48915,9.15396
45.47701,9.23377
45.4788,9.20186
45.4696,9.2148
45.49154,9.22294
45.48027,9.1063
45.4401,9.18937
45.46662,9.18335
45.46598,9.18066
45.46711,9.20455
45.44907,9.21166
45.48783,9.13996
45.46581,9.18221
45.43501,9.17877
45.43527,9.18087
45.46844,9.13356
45.50054,9.22477
45.4373,9.20307
45.47701,9.21952
45.46484,9.2104
45.47878,9.21652
45.47215,9.16706
45.44447,9.14078
45.4564,9.15474
45.4819,9.18895
45.47401,9.16161
45.48418,9.17007
45.46584,9.19341
45.46644,9.18916
45.46089,9.1739
45.4861,9.21333
45.48511,9.23006
45.47271,9.18634
45.46718,9.16877
45.48434,9.22089
45.48697,9.22985
45.46317,9.13661
45.44906,9.16282
45.46925,9.21471
45.47255,9.17203
45.46697,9.19587
45.4594,9.15487
45.48468,9.21626
45.46191,9.2213
45.4723,9.16914
45.46657,9.19277
45.46309,9.1823
45.44971,9.2026
45.47819,9.17369
45.48245,9.14676
45.49202,9.19418
45.48437,9.2014
45.45374,9.19617
45.47302,9.18876
45.45565,9.1338
45.49034,9.16024
45.47084,9.16635
45.46642,9.19266
45.47567,9.15114
45.45225,9.18199
45.46508,9.23036
45.47863,9.17173
45.47078,9.15265
45.44645,9.16018
45.4737,9.1301
45.48926,9.23135
45.48177,9.22797
45.47977,9.16767
45.46293,9.19364
45.46836,9.17262
45.4953,9.14364
45.47063,9.18329
45.47081,9.19137
45.46205,9.23308
45.47852,9.13465
45.4895,9.15103
45.43206,9.18074
45.45976,9.18193
45.45292,9.17586
45.46862,9.22155
45.47121,9.15807
45.50364,9.16494
45.47817,9.18897
45.45126,9.21
45.44773,9.1559
45.4491,9.17734
45.47882,9.14123
45.47369,9.16575
45.46687,9.14806
45.4551,9.18405
45.46624,9.21471
45.48063,9.16648
45.46557,9.20731
45.45356,9.17223
45.43422,9.23692
45.4674,9.18571
45.46015,9.17687
45.46026,9.16471
45.45304,9.17347
45.48087,9.18535
45.45366,9.16529
45.48602,9.1541
45.454,9.19302
45.46692,9.15966
45.46319,9.20744
45.4527,9.16599
45.46279,9.18902
45.491,9.14709
45.47398,9.20848
45.4658,9.19911
45.47273,9.2067
45.46721,9.18454
45.47108,9.20549
45.4665,9.12698
45.50379,9.1643
45.49216,9.18807
45.45772,9.17602
45.47657,9.21772
45.47181,9.17358
45.4696,9.2148
45.4533,9.16748
45.48077,9.19001
45.44782,9.15606
45.50681,9.16815
45.46377,9.21345
45.48243,9.20525
45.4792,9.20269
45.4788,9.20186
45.44946,9.20414
45.46951,9.17645
45.46959,9.15634
45.5073,9.17934
45.47496,9.2047
45.46912,9.23258
45.45356,9.16198
45.44889,9.20336
45.45059,9.19043
45.44053,9.22248
45.46319,9.20744
45.45726,9.18365
45.48373,9.21929
45.482,9.17128
45.45764,9.15491
45.45051,9.20102
45.48254,9.14412
45.45809,9.18616
45.46812,9.1874
45.47239,9.18971
45.4775,9.20348
45.48233,9.21602
45.45059,9.21502
45.48421,9.20446
45.47751,9.21859
45.44233,9.14591
45.46767,9.21393
45.45209,9.18462
45.48181,9.18897
45.46697,9.15963
45.49355,9.15931
45.47793,9.18888
45.47137,9.19073
45.46473,9.20977
45.46349,9.13879
45.47427,9.22474
45.47089,9.20418
45.43825,9.18204
45.4896,9.18757
45.46612,9.15102
45.49306,9.16436
45.4508,9.20448
45.47861,9.19429
45.46842,9.14626
45.46986,9.14943
45.4843,9.15286
45.48978,9.16339
45.47323,9.18991
45.48063,9.16648
45.50882,9.24279
45.4475,9.18937
45.46171,9.16309
45.45926,9.20869
45.4471,9.19077
45.4723,9.16914
45.46096,9.19722
45.48243,9.21095
45.47079,9.16863
45.48326,9.1808
45.46757,9.21578
45.43713,9.18354
45.46397,9.22154
45.46274,9.19594
45.49141,9.19253
45.45633,9.20931
45.4679,9.15623
45.4657,9.22166
45.46001,9.1548
45.46365,9.22786
45.47832,9.19506
45.48456,9.20562
45.44945,9.14667
45.47133,9.19222
45.48931,9.14865
45.44728,9.14544
45.46719,9.17416
45.44396,9.18795
45.46656,9.19541
45.4819,9.18895
45.51267,9.1863
45.46075,9.17441
45.46029,9.16461
45.45793,9.16827
45.45201,9.21213
45.45192,9.18879
45.46589,9.15137
45.44946,9.20414
45.45717,9.16545
