latitude,longitude,count
45.4039,9.08257,0
45.4039,9.088928000000001,0
45.4039,9.095286,0
45.4039,9.101644,0
45.4039,9.108002,0
45.4039,9.114360000000001,0
45.4039,9.120718,0
45.4039,9.127076,0
45.4039,9.133434000000001,0
45.4039,9.139792,0
45.4039,9.14615,0
45.4039,9.152508000000001,0
45.4039,9.158866,0
45.4039,9.165224,0
45.4039,9.171582,0
45.4039,9.177940000000001,0
45.4039,9.184298,0
45.4039,9.190656,0
45.4039,9.197014000000001,0
45.4039,9.203372,0
45.4039,9.20973,0
45.4039,9.216088000000001,0
45.4039,9.222446,0
45.4039,9.228804,0
45.4039,9.235162,0
45.4039,9.241520000000001,0
45.4039,9.247878,0
45.4039,9.254236,0
45.4039,9.260594000000001,0
45.4039,9.266952,0
45.4039,9.27331,0
45.408395,9.08257,0
45.408395,9.088928000000001,0
45.408395,9.095286,0
45.408395,9.101644,0
45.408395,9.108002,0
45.408395,9.114360000000001,0
45.408395,9.120718,0
45.408395,9.127076,0
45.408395,9.133434000000001,0
45.408395,9.139792,0
45.408395,9.14615,0
45.408395,9.152508000000001,0
45.408395,9.158866,0
45.408395,9.165224,0
45.408395,9.171582,0
45.408395,9.177940000000001,0
45.408395,9.184298,0
45.408395,9.190656,0
45.408395,9.197014000000001,0
45.408395,9.203372,0
45.408395,9.20973,0
45.408395,9.216088000000001,0
45.408395,9.222446,0
45.408395,9.228804,0
45.408395,9.235162,0
45.408395,9.241520000000001,0
45.408395,9.247878,0
45.408395,9.254236,0
45.408395,9.260594000000001,0
45.408395,9.266952,0
45.408395,9.27331,0
45.41289,9.08257,0
45.41289,9.088928000000001,0
45.41289,9.095286,0
45.41289,9.101644,0
45.41289,9.108002,0
45.41289,9.114360000000001,0
45.41289,9.120718,0
45.41289,9.127076,0
45.41289,9.133434000000001,0
45.41289,9.139792,0
45.41289,9.14615,0
45.41289,9.152508000000001,0
45.41289,9.158866,0
45.41289,9.165224,0
45.41289,9.171582,1
45.41289,9.177940000000001,0
45.41289,9.184298,0
45.41289,9.190656,0
45.41289,9.197014000000001,0
45.41289,9.203372,1
45.41289,9.20973,0
45.41289,9.216088000000001,0
45.41289,9.222446,0
45.41289,9.228804,0
45.41289,9.235162,0
45.41289,9.241520000000001,0
45.41289,9.247878,0
45.41289,9.254236,0
45.41289,9.260594000000001,0
45.41289,9.266952,0
45.41289,9.27331,0
45.417385,9.08257,0
45.417385,9.088928000000001,0
45.417385,9.095286,0
45.417385,9.101644,0
45.417385,9.108002,0
45.417385,9.114360000000001,0
45.417385,9.120718,0
45.417385,9.127076,0
45.417385,9.133434000000001,0
45.417385,9.139792,0
45.417385,9.14615,0
45.417385,9.152508000000001,0
45.417385,9.158866,0
45.417385,9.165224,0
45.417385,9.171582,1
45.417385,9.177940000000001,0
45.417385,9.184298,0
45.417385,9.190656,0
45.417385,9.197014000000001,0
45.417385,9.203372,0
45.417385,9.20973,0
45.417385,9.216088000000001,0
45.417385,9.222446,0
45.417385,9.228804,0
45.417385,9.235162,0
45.417385,9.241520000000001,0
45.417385,9.247878,0
45.417385,9.254236,0
45.417385,9.260594000000001,0
45.417385,9.266952,0
45.417385,9.27331,0
45.42188,9.08257,0
45.42188,9.088928000000001,0
45.42188,9.095286,0
45.42188,9.101644,0
45.42188,9.108002,0
45.42188,9.114360000000001,0
45.42188,9.120718,0
45.42188,9.127076,0
45.42188,9.133434000000001,0
45.42188,9.139792,0
45.42188,9.14615,0
45.42188,9.152508000000001,0
45.42188,9.158866,0
45.42188,9.165224,0
45.42188,9.171582,0
45.42188,9.177940000000001,0
45.42188,9.184298,0
45.42188,9.190656,0
45.42188,9.197014000000001,0
45.42188,9.203372,0
45.42188,9.20973,0
45.42188,9.216088000000001,0
45.42188,9.222446,0
45.42188,9.228804,0
45.42188,9.235162,0
45.42188,9.241520000000001,0
45.42188,9.247878,0
45.42188,9.254236,0
45.42188,9.260594000000001,0
45.42188,9.266952,0
45.42188,9.27331,0
45.426375,9.08257,0
45.426375,9.088928000000001,0
45.426375,9.095286,0
45.426375,9.101644,0
45.426375,9.108002,0
45.426375,9.114360000000001,0
45.426375,9.120718,0
45.426375,9.127076,0
45.426375,9.133434000000001,0
45.426375,9.139792,0
45.426375,9.14615,0
45.426375,9.152508000000001,0
45.426375,9.158866,0
45.426375,9.165224,0
45.426375,9.171582,0
45.426375,9.177940000000001,0
45.426375,9.184298,0
45.426375,9.190656,0
45.426375,9.197014000000001,0
45.426375,9.203372,0
45.426375,9.20973,0
45.426375,9.216088000000001,0
45.426375,9.222446,0
45.426375,9.228804,0
45.426375,9.235162,0
45.426375,9.241520000000001,0
45.426375,9.247878,0
45.426375,9.254236,1
45.426375,9.260594000000001,0
45.426375,9.266952,0
45.426375,9.27331,0
45.43087,9.08257,0
45.43087,9.088928000000001,0
45.43087,9.095286,0
45.43087,9.101644,0
45.43087,9.108002,0
45.43087,9.114360000000001,0
45.43087,9.120718,0
45.43087,9.127076,0
45.43087,9.133434000000001,0
45.43087,9.139792,0
45.43087,9.14615,0
45.43087,9.152508000000001,0
45.43087,9.158866,0
45.43087,9.165224,0
45.43087,9.171582,0
45.43087,9.177940000000001,6
45.43087,9.184298,0
45.43087,9.190656,0
45.43087,9.197014000000001,3
45.43087,9.203372,0
45.43087,9.20973,0
45.43087,9.216088000000001,0
45.43087,9.222446,0
45.43087,9.228804,0
45.43087,9.235162,3
45.43087,9.241520000000001,0
45.43087,9.247878,0
45.43087,9.254236,0
45.43087,9.260594000000001,0
45.43087,9.266952,0
45.43087,9.27331,0
45.435365,9.08257,0
45.435365,9.088928000000001,0
45.435365,9.095286,0
45.435365,9.101644,0
45.435365,9.108002,0
45.435365,9.114360000000001,0
45.435365,9.120718,0
45.435365,9.127076,0
45.435365,9.133434000000001,0
45.435365,9.139792,0
45.435365,9.14615,0
45.435365,9.152508000000001,1
45.435365,9.158866,1
45.435365,9.165224,0
45.435365,9.171582,4
45.435365,9.177940000000001,5
45.435365,9.184298,2
45.435365,9.190656,0
45.435365,9.197014000000001,4
45.435365,9.203372,0
45.435365,9.20973,3
45.435365,9.216088000000001,1
45.435365,9.222446,1
45.435365,9.228804,1
45.435365,9.235162,2
45.435365,9.241520000000001,0
45.435365,9.247878,0
45.435365,9.254236,0
45.435365,9.260594000000001,0
45.435365,9.266952,0
45.435365,9.27331,0
45.43986,9.08257,0
45.43986,9.088928000000001,0
45.43986,9.095286,0
45.43986,9.101644,0
45.43986,9.108002,0
45.43986,9.114360000000001,0
45.43986,9.120718,0
45.43986,9.127076,0
45.43986,9.133434000000001,0
45.43986,9.139792,2
45.43986,9.14615,10
45.43986,9.152508000000001,12
45.43986,9.158866,1
45.43986,9.165224,8
45.43986,9.171582,6
45.43986,9.177940000000001,6
45.43986,9.184298,5
45.43986,9.190656,8
45.43986,9.197014000000001,5
45.43986,9.203372,0
45.43986,9.20973,3
45.43986,9.216088000000001,5
45.43986,9.222446,9
45.43986,9.228804,0
45.43986,9.235162,0
45.43986,9.241520000000001,0
45.43986,9.247878,0
45.43986,9.254236,0
45.43986,9.260594000000001,0
45.43986,9.266952,0
45.43986,9.27331,0
45.444355,9.08257,0
45.444355,9.088928000000001,0
45.444355,9.095286,0
45.444355,9.101644,0
45.444355,9.108002,0
45.444355,9.114360000000001,0
45.444355,9.120718,0
45.444355,9.127076,0
45.444355,9.133434000000001,0
45.444355,9.139792,2
45.444355,9.14615,6
45.444355,9.152508000000001,8
45.444355,9.158866,3
45.444355,9.165224,4
45.444355,9.171582,6
45.444355,9.177940000000001,5
45.444355,9.184298,14
45.444355,9.190656,8
45.444355,9.197014000000001,19
45.444355,9.203372,13
45.444355,9.20973,6
45.444355,9.216088000000001,9
45.444355,9.222446,0
45.444355,9.228804,0
45.444355,9.235162,0
45.444355,9.241520000000001,0
45.444355,9.247878,1
45.444355,9.254236,0
45.444355,9.260594000000001,0
45.444355,9.266952,0
45.444355,9.27331,0
45.44885,9.08257,0
45.44885,9.088928000000001,0
45.44885,9.095286,0
45.44885,9.101644,0
45.44885,9.108002,0
45.44885,9.114360000000001,0
45.44885,9.120718,0
45.44885,9.127076,0
45.44885,9.133434000000001,2
45.44885,9.139792,4
45.44885,9.14615,7
45.44885,9.152508000000001,5
45.44885,9.158866,26
45.44885,9.165224,26
45.44885,9.171582,18
45.44885,9.177940000000001,13
45.44885,9.184298,29
45.44885,9.190656,20
45.44885,9.197014000000001,24
45.44885,9.203372,23
45.44885,9.20973,21
45.44885,9.216088000000001,6
45.44885,9.222446,1
45.44885,9.228804,0
