OID,origin_zone_lat,origin_zone_long,dest_zone_lat,dest_zone_long,count
54,45.435297546750405,9.264448494185755,45.45326423835061,9.32213395144928,1
55,45.435297546750405,9.264448494185755,45.46224758415072,9.27093973705846,1
56,45.435297546750405,9.270849493981748,45.435297546750405,9.27725049377774,1
57,45.435297546750405,9.270849493981748,45.43978921965046,9.277266034948362,1
58,45.435297546750405,9.27725049377774,45.435297546750405,9.28365149357373,1
59,45.435297546750405,9.27725049377774,45.44877256545056,9.29650471470605,5
60,45.435297546750405,9.27725049377774,45.45326423835061,9.24529748698551,1
61,45.435297546750405,9.27725049377774,45.45775591125067,9.347767272461684,1
62,45.435297546750405,9.27725049377774,45.46224758415072,9.26453567817512,1
63,45.435297546750405,9.27725049377774,45.46224758415072,9.347788443658509,1
64,45.435297546750405,9.27725049377774,45.48919762155104,9.322287086783488,1
65,45.435297546750405,9.27725049377774,45.49818096735115,9.213386960700188,1
66,45.435297546750405,9.28365149357373,45.435297546750405,9.347661491533646,1
67,45.435297546750405,9.28365149357373,45.44428089255051,9.373311864937964,1
68,45.435297546750405,9.28365149357373,45.45326423835061,9.226088370869569,1
69,45.435297546750405,9.28365149357373,45.45326423835061,9.309327874038653,1
70,45.435297546750405,9.28365149357373,45.46224758415072,9.29015191370847,1
71,45.435297546750405,9.28365149357373,45.466739257050776,9.277359359176035,1
72,45.435297546750405,9.28365149357373,45.466739257050776,9.322191343249225,1
73,45.435297546750405,9.28365149357373,45.47123092995083,9.23894444882743,1
74,45.435297546750405,9.28365149357373,45.47572260285089,9.341446397242285,1
75,45.435297546750405,9.28365149357373,45.48470594865099,9.290234871814777,1
76,45.435297546750405,9.290052493369725,45.41283918225013,9.257977481399024,1
77,45.435297546750405,9.290052493369725,45.43978921965046,9.2900690536335,1
78,45.435297546750405,9.290052493369725,45.44877256545056,9.29650471470605,3
79,45.435297546750405,9.290052493369725,45.45775591125067,9.290135333855536,1
80,45.435297546750405,9.290052493369725,45.45775591125067,9.328556626259632,1
81,45.435297546750405,9.290052493369725,45.46224758415072,9.23891944264177,1
82,45.435297546750405,9.290052493369725,45.46224758415072,9.277343795941796,1
83,45.435297546750405,9.290052493369725,45.46224758415072,9.47586962132526,1
84,45.435297546750405,9.290052493369725,45.466739257050776,9.26455022086941,1
85,45.435297546750405,9.290052493369725,45.47123092995083,9.302995244267198,1
86,45.435297546750405,9.290052493369725,45.47123092995083,9.322210482899129,1
87,45.435297546750405,9.290052493369725,45.47572260285089,9.315824037020825,1
88,45.435297546750405,9.290052493369725,45.47572260285089,9.322229627076188,1
89,45.435297546750405,9.290052493369725,45.48021427575094,9.296624373031673,1
90,45.435297546750405,9.290052493369725,45.52513100475147,9.35449658048594,1
91,45.435297546750405,9.296453493165714,45.45326423835061,9.34134306756522,1
92,45.435297546750405,9.302854492961703,45.47572260285089,9.219740186190348,1
93,45.435297546750405,9.309255492757696,45.44428089255051,9.25167350375508,1
94,45.435297546750405,9.315656492553687,45.43978921965046,9.264463016263225,1
95,45.435297546750405,9.315656492553687,45.44877256545056,9.290102185908854,2
96,45.435297546750405,9.315656492553687,45.44877256545056,9.30930977230044,1
97,45.435297546750405,9.315656492553687,45.44877256545056,9.315712301097635,1
98,45.435297546750405,9.315656492553687,45.44877256545056,9.328517358692029,1
99,45.435297546750405,9.315656492553687,45.45326423835061,9.251700525690824,1
100,45.435297546750405,9.315656492553687,45.45775591125067,9.334960174993649,1
101,45.435297546750405,9.315656492553687,45.45775591125067,9.38618856486578,1
102,45.435297546750405,9.315656492553687,45.47572260285089,9.379879937574474,1
103,45.435297546750405,9.315656492553687,45.502672640251205,9.200580129726118,1
104,45.435297546750405,9.32205749234968,45.41733085515019,9.449960361791517,1
105,45.435297546750405,9.32205749234968,45.43978921965046,9.30287207231864,1
106,45.435297546750405,9.32205749234968,45.43978921965046,9.3732886750869,1
107,45.435297546750405,9.32205749234968,45.44877256545056,9.264492070720072,1
108,45.435297546750405,9.32205749234968,45.44877256545056,9.29650471470605,1
109,45.435297546750405,9.32205749234968,45.44877256545056,9.302907243503244,1
110,45.435297546750405,9.32205749234968,45.45775591125067,9.22609984651537,1
111,45.435297546750405,9.32205749234968,45.45775591125067,9.309345980057584,1
112,45.435297546750405,9.32205749234968,45.46224758415072,9.26453567817512,1
113,45.435297546750405,9.328458492145671,45.45775591125067,9.232503395249386,1
114,45.435297546750405,9.328458492145671,45.466739257050776,9.322191343249225,1
115,45.435297546750405,9.328458492145671,45.466739257050776,9.347809619862474,1
116,45.435297546750405,9.328458492145671,45.47123092995083,9.296590164723222,1
117,45.435297546750405,9.328458492145671,45.47123092995083,9.373451119250944,1
118,45.435297546750405,9.334859491941662,45.435297546750405,9.290052493369725,1
119,45.435297546750405,9.334859491941662,45.45326423835061,9.29011875792271,1
120,45.435297546750405,9.341260491737652,45.435297546750405,9.398869489901577,1
121,45.435297546750405,9.347661491533646,45.43978921965046,9.36688716574433,1
122,45.435297546750405,9.354062491329636,45.44877256545056,9.322114829894833,1
123,45.435297546750405,9.354062491329636,45.47123092995083,9.315805403355151,1
124,45.435297546750405,9.360463491125628,45.44428089255051,9.341301769889837,1
125,45.435297546750405,9.360463491125628,45.44428089255051,9.360507826918711,1
126,45.435297546750405,9.360463491125628,45.44877256545056,9.29650471470605,1
127,45.435297546750405,9.36686449092162,45.435297546750405,9.341260491737652,1
128,45.435297546750405,9.37326549071761,45.45775591125067,9.290135333855536,1
129,45.435297546750405,9.386067490309594,45.49818096735115,9.181346238578191,1
130,45.435297546750405,9.392468490105584,45.41733085515019,9.449960361791517,1
131,45.435297546750405,9.392468490105584,45.435297546750405,9.392468490105584,1
132,45.435297546750405,9.392468490105584,45.43978921965046,9.251659997578084,1
133,45.435297546750405,9.392468490105584,45.44428089255051,9.37971388394759,1
134,45.435297546750405,9.398869489901577,45.41733085515019,9.449960361791517,1
135,45.435297546750405,9.398869489901577,45.43978921965046,9.245258488235516,1
136,45.435297546750405,9.398869489901577,45.43978921965046,9.3732886750869,1
137,45.435297546750405,9.398869489901577,45.45326423835061,9.360552183681165,1
138,45.435297546750405,9.405270489697568,45.45775591125067,9.341363723727666,1
139,45.435297546750405,9.405270489697568,45.46224758415072,9.277343795941796,1
140,45.435297546750405,9.41167148949356,45.41733085515019,9.334779031143738,1
141,45.435297546750405,9.41167148949356,45.46224758415072,9.206899148225082,1
142,45.43978921965046,9.174841885467254,45.47572260285089,9.251768136467174,1
143,45.43978921965046,9.187644904152393,45.45326423835061,9.25810356439614,1
144,45.43978921965046,9.19404641349496,45.44877256545056,9.418152761852763,1
145,45.43978921965046,9.21325094152267,45.44428089255051,9.226065427716575,1
146,45.43978921965046,9.21325094152267,45.44877256545056,9.258089541922876,1
147,45.43978921965046,9.21325094152267,45.44877256545056,9.30930977230044,1
148,45.43978921965046,9.21325094152267,45.46224758415072,9.251727560408446,2
149,45.43978921965046,9.21325094152267,45.47123092995083,9.302995244267198,1
150,45.43978921965046,9.219652450865238,45.44428089255051,9.2324674467262,1
151,45.43978921965046,9.219652450865238,45.44877256545056,9.245284484328485,1
152,45.43978921965046,9.219652450865238,45.45326423835061,9.238894448280195,1
153,45.43978921965046,9.219652450865238,45.49368929445109,9.290268082538043,1
154,45.43978921965046,9.226053960207809,45.44877256545056,9.29650471470605,1
155,45.43978921965046,9.226053960207809,45.44877256545056,9.354127473880808,1
156,45.43978921965046,9.226053960207809,45.45326423835061,9.315730912743964,1
157,45.43978921965046,9.226053960207809,45.47123092995083,9.290185085179244,1
158,45.43978921965046,9.226053960207809,45.48470594865099,9.206948923088866,1
159,45.43978921965046,9.232455469550375,45.43978921965046,9.36688716574433,1
160,45.43978921965046,9.232455469550375,45.44877256545056,9.206869311545312,1
161,45.43978921965046,9.232455469550375,45.48021427575094,9.213345064094009,1
162,45.43978921965046,9.238856978892946,45.45326423835061,9.226088370869569,1
163,45.43978921965046,9.238856978892946,45.45775591125067,9.283731785121518,1
164,45.43978921965046,9.245258488235516,45.43978921965046,9.392493203114608,1
165,45.43978921965046,9.245258488235516,45.45326423835061,9.25810356439614,1
166,45.43978921965046,9.245258488235516,45.45326423835061,9.270909641806766,1
167,45.43978921965046,9.245258488235516,45.45326423835061,9.29011875792271,1
168,45.43978921965046,9.245258488235516,45.466739257050776,9.322191343249225,2
169,45.43978921965046,9.251659997578084,45.435297546750405,9.392468490105584,1
170,45.43978921965046,9.251659997578084,45.435297546750405,9.398869489901577,1
171,45.43978921965046,9.251659997578084,45.43978921965046,9.309273581661207,1
172,45.43978921965046,9.251659997578084,45.44428089255051,9.200457351678072,1
173,45.43978921965046,9.251659997578084,45.44428089255051,9.258075522764704,1
174,45.43978921965046,9.251659997578084,45.45775591125067,9.24531049271742,1
175,45.43978921965046,9.264463016263225,45.44428089255051,9.25167350375508,1
176,45.43978921965046,9.264463016263225,45.44428089255051,9.258075522764704,1
177,45.43978921965046,9.264463016263225,45.44428089255051,9.270879560783955,1
178,45.43978921965046,9.264463016263225,45.44877256545056,9.200466782748116,1
179,45.43978921965046,9.264463016263225,45.44877256545056,9.264492070720072,1
180,45.43978921965046,9.264463016263225,45.45326423835061,9.34134306756522,1
181,45.43978921965046,9.270864525605791,45.40834750935008,9.219575818459198,1
182,45.43978921965046,9.270864525605791,45.435297546750405,9.270849493981748,1
183,45.43978921965046,9.270864525605791,45.44877256545056,9.29650471470605,1
184,45.43978921965046,9.270864525605791,45.44877256545056,9.30930977230044,1
185,45.43978921965046,9.270864525605791,45.45326423835061,9.264506603101452,1
186,45.43978921965046,9.270864525605791,45.45326423835061,9.29011875792271,1
187,45.43978921965046,9.270864525605791,45.45326423835061,9.32213395144928,1
188,45.43978921965046,9.270864525605791,45.45326423835061,9.328536990154593,1
189,45.43978921965046,9.270864525605791,45.466739257050776,9.245336513409471,1
190,45.43978921965046,9.270864525605791,45.48919762155104,9.360729820668846,1
191,45.43978921965046,9.270864525605791,45.502672640251205,9.315935931621802,1
192,45.43978921965046,9.277266034948362,45.435297546750405,9.315656492553687,1
193,45.43978921965046,9.277266034948362,45.44428089255051,9.200457351678072,1
194,45.43978921965046,9.277266034948362,45.44428089255051,9.270879560783955,1
195,45.43978921965046,9.277266034948362,45.44428089255051,9.373311864937964,1
196,45.43978921965046,9.277266034948362,45.44877256545056,9.25168701312568,1
197,45.43978921965046,9.277266034948362,45.44877256545056,9.277297128314462,1
198,45.43978921965046,9.277266034948362,45.44877256545056,9.283699657111658,1
199,45.43978921965046,9.277266034948362,45.44877256545056,9.29650471470605,1
200,45.43978921965046,9.277266034948362,45.45326423835061,9.251700525690824,1
201,45.43978921965046,9.277266034948362,45.47572260285089,9.270984906633268,1
202,45.43978921965046,9.277266034948362,45.47572260285089,9.283796086744,1
203,45.43978921965046,9.277266034948362,45.47572260285089,9.341446397242285,1
204,45.43978921965046,9.277266034948362,45.48919762155104,9.30306571984081,1
205,45.43978921965046,9.28366754429093,45.430805873850346,9.290035937020358,1
206,45.43978921965046,9.28366754429093,45.44428089255051,9.26447754177433,1
207,45.43978921965046,9.28366754429093,45.44877256545056,9.2260768979369,1
208,45.43978921965046,9.28366754429093,45.44877256545056,9.302907243503244,2
209,45.43978921965046,9.28366754429093,45.45326423835061,9.24529748698551,1
210,45.43978921965046,9.28366754429093,45.45326423835061,9.296521796628022,2
211,45.43978921965046,9.28366754429093,45.45775591125067,9.251714041451436,1
212,45.43978921965046,9.28366754429093,45.46224758415072,9.251727560408446,2
213,45.43978921965046,9.28366754429093,45.46224758415072,9.341384384775171,1
214,45.43978921965046,9.28366754429093,45.46224758415072,9.347788443658509,1
215,45.43978921965046,9.28366754429093,45.466739257050776,9.251741082562784,1
216,45.43978921965046,9.28366754429093,45.47123092995083,9.302995244267198,1
217,45.43978921965046,9.28366754429093,45.47572260285089,9.303012856910094,1
218,45.43978921965046,9.28366754429093,45.47572260285089,9.347851987297648,1
219,45.43978921965046,9.28366754429093,45.49818096735115,9.347957993612576,1
220,45.43978921965046,9.28366754429093,45.502672640251205,9.26466668633483,1
221,45.43978921965046,9.2900690536335,45.44877256545056,9.290102185908854,1
222,45.43978921965046,9.2900690536335,45.45775591125067,9.354170821195698,1
223,45.43978921965046,9.2900690536335,45.46224758415072,9.258131619291785,1
224,45.43978921965046,9.2900690536335,45.46224758415072,9.334980325891834,1
225,45.43978921965046,9.2900690536335,45.47123092995083,9.322210482899129,1
226,45.43978921965046,9.2900690536335,45.48470594865099,9.30945470613614,1
227,45.43978921965046,9.296470562976069,45.435297546750405,9.360463491125628,1
228,45.43978921965046,9.296470562976069,45.43978921965046,9.296470562976069,1
229,45.43978921965046,9.296470562976069,45.44428089255051,9.34770378889946,1
230,45.43978921965046,9.296470562976069,45.44877256545056,9.29650471470605,1
231,45.43978921965046,9.296470562976069,45.46224758415072,9.251727560408446,1
232,45.43978921965046,9.296470562976069,45.466739257050776,9.283763928329348,1
233,45.43978921965046,9.296470562976069,45.48021427575094,9.392715883344362,1
234,45.43978921965046,9.296470562976069,45.48919762155104,9.290251475212356,1
235,45.43978921965046,9.296470562976069,45.49818096735115,9.181346238578191,1
236,45.43978921965046,9.30287207231864,45.430805873850346,9.33483936960936,1
237,45.43978921965046,9.30287207231864,45.435297546750405,9.32205749234968,1
238,45.43978921965046,9.30287207231864,45.43978921965046,9.30287207231864,1
239,45.43978921965046,9.30287207231864,45.44877256545056,9.29650471470605,1
240,45.43978921965046,9.30287207231864,45.44877256545056,9.30930977230044,1
241,45.43978921965046,9.30287207231864,45.44877256545056,9.347724945083613,1
242,45.43978921965046,9.30287207231864,45.45326423835061,9.27731268051208,1
243,45.43978921965046,9.30287207231864,45.45326423835061,9.34134306756522,1
244,45.43978921965046,9.30287207231864,45.47123092995083,9.290185085179244,1
245,45.43978921965046,9.30287207231864,45.48470594865099,9.33508115189796,1
246,45.43978921965046,9.30287207231864,45.49818096735115,9.181346238578191,1
247,45.43978921965046,9.309273581661207,45.435297546750405,9.28365149357373,2
248,45.43978921965046,9.309273581661207,45.44877256545056,9.283699657111658,1
249,45.43978921965046,9.309273581661207,45.44877256545056,9.29650471470605,2
250,45.43978921965046,9.309273581661207,45.45326423835061,9.29011875792271,1
251,45.43978921965046,9.309273581661207,45.45775591125067,9.270924687653483,1
252,45.43978921965046,9.309273581661207,45.466739257050776,9.270954790022722,1
253,45.43978921965046,9.309273581661207,45.466739257050776,9.354214189015789,1
254,45.43978921965046,9.309273581661207,45.48470594865099,9.32226792901705,1
255,45.43978921965046,9.309273581661207,45.48470594865099,9.328674540457504,1
256,45.43978921965046,9.315675091003778,45.46224758415072,9.302960031475148,1
257,45.43978921965046,9.315675091003778,45.47123092995083,9.20051397156357,1
258,45.43978921965046,9.315675091003778,45.49368929445109,9.290268082538043,1
259,45.43978921965046,9.315675091003778,45.502672640251205,9.36720517690877,1
260,45.43978921965046,9.322076600346346,45.41733085515019,9.449960361791517,1
261,45.43978921965046,9.322076600346346,45.430805873850346,9.322038388869643,1
262,45.43978921965046,9.322076600346346,45.45775591125067,9.270924687653483,1
263,45.43978921965046,9.322076600346346,45.46224758415072,9.47586962132526,1
264,45.43978921965046,9.322076600346346,45.466739257050776,9.251741082562784,1
265,45.43978921965046,9.322076600346346,45.466739257050776,9.309382204942596,1
266,45.43978921965046,9.322076600346346,45.47123092995083,9.37985619879492,1
267,45.43978921965046,9.334879619031485,45.435297546750405,9.36686449092162,1
268,45.43978921965046,9.334879619031485,45.44428089255051,9.373311864937964,1
269,45.43978921965046,9.334879619031485,45.44877256545056,9.302907243503244,1
270,45.43978921965046,9.334879619031485,45.45326423835061,9.34134306756522,1
271,45.43978921965046,9.334879619031485,45.45775591125067,9.360574369929717,1
272,45.43978921965046,9.334879619031485,45.46224758415072,9.328576267008495,1
273,45.43978921965046,9.334879619031485,45.466739257050776,9.232527375102846,1
274,45.43978921965046,9.334879619031485,45.47123092995083,9.386261278338896,1
275,45.43978921965046,9.341281128374051,45.44428089255051,9.290085617812831,1
276,45.43978921965046,9.341281128374051,45.45326423835061,9.309327874038653,1
277,45.43978921965046,9.341281128374051,45.46224758415072,9.309364090358484,1
278,45.43978921965046,9.341281128374051,45.48021427575094,9.270999970281622,1
279,45.43978921965046,9.347682637716623,45.44877256545056,9.302907243503244,1
280,45.43978921965046,9.347682637716623,45.46224758415072,9.18768697157507,1
281,45.43978921965046,9.347682637716623,45.47572260285089,9.315824037020825,1
282,45.43978921965046,9.354084147059192,45.43978921965046,9.322076600346346,1
283,45.43978921965046,9.354084147059192,45.44877256545056,9.283699657111658,1
284,45.43978921965046,9.354084147059192,45.47123092995083,9.25815968745936,1
285,45.43978921965046,9.354084147059192,45.48919762155104,9.258215863641224,1
286,45.43978921965046,9.360485656401762,45.435297546750405,9.360463491125628,1
287,45.43978921965046,9.360485656401762,45.44428089255051,9.341301769889837,1
288,45.43978921965046,9.360485656401762,45.44877256545056,9.29650471470605,3
289,45.43978921965046,9.360485656401762,45.47123092995083,9.322210482899129,1
290,45.43978921965046,9.360485656401762,45.47123092995083,9.392666357882874,1
291,45.43978921965046,9.36688716574433,45.435297546750405,9.315656492553687,1
292,45.43978921965046,9.36688716574433,45.43978921965046,9.238856978892946,1
293,45.43978921965046,9.36688716574433,45.44877256545056,9.277297128314462,1
294,45.43978921965046,9.36688716574433,45.44877256545056,9.328517358692029,1
295,45.43978921965046,9.36688716574433,45.44877256545056,9.341322416286417,1
296,45.43978921965046,9.36688716574433,45.45775591125067,9.322153077525616,1
297,45.43978921965046,9.36688716574433,45.45775591125067,9.341363723727666,1
298,45.43978921965046,9.36688716574433,45.51165598605131,9.335202300622084,1
299,45.43978921965046,9.3732886750869,45.44877256545056,9.283699657111658,1
300,45.43978921965046,9.3732886750869,45.44877256545056,9.29650471470605,2
301,45.43978921965046,9.3732886750869,45.45775591125067,9.232503395249386,1
302,45.43978921965046,9.3732886750869,45.45775591125067,9.366977918663732,1
303,45.43978921965046,9.3732886750869,45.466739257050776,9.38623703478235,1
304,45.43978921965046,9.3732886750869,45.47572260285089,9.38628552762984,1
305,45.43978921965046,9.37969018442947,45.45326423835061,9.379761299797106,1
306,45.43978921965046,9.37969018442947,45.46224758415072,9.347788443658509,1
307,45.43978921965046,9.392493203114608,45.45775591125067,9.354170821195698,1
308,45.43978921965046,9.392493203114608,45.46224758415072,9.379808738075196,1
309,45.43978921965046,9.405296221799746,45.435297546750405,9.41167148949356,1
310,45.43978921965046,9.411697731142317,45.46224758415072,9.47586962132526,1
311,45.43978921965046,9.411697731142317,45.48021427575094,9.38630978265685,1
312,45.44428089255051,9.174849275639572,45.466739257050776,9.23893194425616,1
313,45.44428089255051,9.174849275639572,45.48919762155104,9.322287086783488,1
314,45.44428089255051,9.181251294649195,45.45326423835061,9.155654945111111,1
315,45.44428089255051,9.181251294649195,45.45775591125067,9.290135333855536,1
316,45.44428089255051,9.181251294649195,45.52513100475147,9.271150802925536,1
317,45.44428089255051,9.187653313658824,45.45326423835061,9.25810356439614,1
318,45.44428089255051,9.187653313658824,45.466739257050776,9.200504529336284,1
319,45.44428089255051,9.200457351678072,45.43978921965046,9.277266034948362,1
320,45.44428089255051,9.200457351678072,45.44428089255051,9.315693693851332,1
321,45.44428089255051,9.2068593706877,45.45326423835061,9.24529748698551,3
322,45.44428089255051,9.2068593706877,45.47572260285089,9.200523416024254,1
323,45.44428089255051,9.213261389697324,45.43978921965046,9.219652450865238,1
324,45.44428089255051,9.213261389697324,45.44877256545056,9.258089541922876,1
325,45.44428089255051,9.213261389697324,45.45326423835061,9.238894448280195,1
326,45.44428089255051,9.213261389697324,45.45326423835061,9.25810356439614,1
327,45.44428089255051,9.213261389697324,45.45326423835061,9.29011875792271,1
328,45.44428089255051,9.213261389697324,45.46224758415072,9.354192502541848,1
329,45.44428089255051,9.213261389697324,45.47123092995083,9.290185085179244,1
330,45.44428089255051,9.213261389697324,45.48470594865099,9.29664148325523,1
331,45.44428089255051,9.21966340870695,45.44428089255051,9.258075522764704,1
332,45.44428089255051,9.21966340870695,45.45326423835061,9.328536990154593,1
333,45.44428089255051,9.21966340870695,45.45775591125067,9.334960174993649,1
334,45.44428089255051,9.21966340870695,45.46224758415072,9.309364090358484,1
335,45.44428089255051,9.21966340870695,45.47123092995083,9.213324130651523,1
336,45.44428089255051,9.21966340870695,45.47123092995083,9.2197292101955,1
337,45.44428089255051,9.21966340870695,45.48919762155104,9.341508453726169,1
338,45.44428089255051,9.21966340870695,45.49818096735115,9.20697881627579,1
339,45.44428089255051,9.226065427716575,45.44428089255051,9.315693693851332,1
340,45.44428089255051,9.226065427716575,45.44428089255051,9.37971388394759,1
341,45.44428089255051,9.226065427716575,45.45326423835061,9.251700525690824,1
342,45.44428089255051,9.226065427716575,45.45326423835061,9.34134306756522,1
343,45.44428089255051,9.226065427716575,45.466739257050776,9.31578677409591,1
344,45.44428089255051,9.226065427716575,45.47123092995083,9.322210482899129,1
345,45.44428089255051,9.226065427716575,45.48919762155104,9.251808741326998,1
346,45.44428089255051,9.2324674467262,45.44428089255051,9.226065427716575,1
347,45.44428089255051,9.2324674467262,45.44428089255051,9.25167350375508,2
348,45.44428089255051,9.2324674467262,45.44877256545056,9.206869311545312,1
349,45.44428089255051,9.2324674467262,45.44877256545056,9.232479426734097,1
350,45.44428089255051,9.2324674467262,45.44877256545056,9.23888195553129,1
351,45.44428089255051,9.2324674467262,45.44877256545056,9.290102185908854,1
352,45.44428089255051,9.2324674467262,45.44877256545056,9.302907243503244,1
353,45.44428089255051,9.2324674467262,45.45775591125067,9.232503395249386,1
354,45.44428089255051,9.2324674467262,45.45775591125067,9.270924687653483,1
355,45.44428089255051,9.2324674467262,45.45775591125067,9.290135333855536,1
356,45.44428089255051,9.2324674467262,45.466739257050776,9.21971823679622,1
357,45.44428089255051,9.2324674467262,45.466739257050776,9.226122805949531,2
358,45.44428089255051,9.2324674467262,45.466739257050776,9.232527375102846,2
359,45.44428089255051,9.2324674467262,45.466739257050776,9.245336513409471,1
360,45.44428089255051,9.2324674467262,45.466739257050776,9.270954790022722,1
361,45.44428089255051,9.2324674467262,45.47572260285089,9.341446397242285,1
362,45.44428089255051,9.2324674467262,45.48021427575094,9.379903681969337,1
363,45.44428089255051,9.238869465735826,45.44877256545056,9.23888195553129,2
364,45.44428089255051,9.238869465735826,45.44877256545056,9.277297128314462,1
365,45.44428089255051,9.238869465735826,45.44877256545056,9.29650471470605,1
366,45.44428089255051,9.238869465735826,45.45326423835061,9.238894448280195,1
367,45.44428089255051,9.238869465735826,45.45326423835061,9.24529748698551,1
368,45.44428089255051,9.238869465735826,45.46224758415072,9.283747854825132,1
369,45.44428089255051,9.238869465735826,45.48021427575094,9.335060977156749,1
370,45.44428089255051,9.238869465735826,45.49368929445109,9.296675715846908,1
371,45.44428089255051,9.245271484745452,45.43978921965046,9.2900690536335,1
372,45.44428089255051,9.245271484745452,45.44428089255051,9.34770378889946,1
373,45.44428089255051,9.245271484745452,45.44877256545056,9.245284484328485,1
374,45.44428089255051,9.245271484745452,45.44877256545056,9.302907243503244,1
375,45.44428089255051,9.245271484745452,45.44877256545056,9.322114829894833,1
376,45.44428089255051,9.245271484745452,45.45775591125067,9.194082102845288,1
377,45.44428089255051,9.245271484745452,45.46224758415072,9.27093973705846,1
378,45.44428089255051,9.245271484745452,45.466739257050776,9.335000481555848,1
379,45.44428089255051,9.25167350375508,45.43978921965046,9.226053960207809,1
380,45.44428089255051,9.25167350375508,45.44428089255051,9.238869465735826,1
381,45.44428089255051,9.25167350375508,45.44428089255051,9.283683598803206,1
382,45.44428089255051,9.25167350375508,45.45326423835061,9.21328229345894,1
383,45.44428089255051,9.25167350375508,45.45326423835061,9.251700525690824,1
384,45.44428089255051,9.25167350375508,45.45775591125067,9.24531049271742,1
385,45.44428089255051,9.25167350375508,45.46224758415072,9.309364090358484,1
386,45.44428089255051,9.25167350375508,45.46224758415072,9.31576814924182,1
