latitude,longitude,count
45.40161,9.08567,0
45.40161,9.092028,0
45.40161,9.098386,0
45.40161,9.104744,0
45.40161,9.111102,0
45.40161,9.117460000000001,0
45.40161,9.123818,0
45.40161,9.130176,1
45.40161,9.136534000000001,0
45.40161,9.142892,2
45.40161,9.14925,0
45.40161,9.155608,0
45.40161,9.161966,0
45.40161,9.168324,1
45.40161,9.174682,0
45.40161,9.181040000000001,0
45.40161,9.187398,0
45.40161,9.193756,0
45.40161,9.200114000000001,0
45.40161,9.206472,0
45.40161,9.21283,0
45.40161,9.219188,0
45.40161,9.225546,0
45.40161,9.231904,0
45.40161,9.238262,0
45.40161,9.244620000000001,0
45.40161,9.250978,0
45.40161,9.257336,0
45.40161,9.263694000000001,0
45.40161,9.270052,0
45.40161,9.27641,0
45.406105,9.08567,0
45.406105,9.092028,0
45.406105,9.098386,0
45.406105,9.104744,0
45.406105,9.111102,0
45.406105,9.117460000000001,0
45.406105,9.123818,0
45.406105,9.130176,0
45.406105,9.136534000000001,0
45.406105,9.142892,0
45.406105,9.14925,1
45.406105,9.155608,0
45.406105,9.161966,0
45.406105,9.168324,2
45.406105,9.174682,0
45.406105,9.181040000000001,0
45.406105,9.187398,0
45.406105,9.193756,0
45.406105,9.200114000000001,0
45.406105,9.206472,0
45.406105,9.21283,0
45.406105,9.219188,0
45.406105,9.225546,0
45.406105,9.231904,0
45.406105,9.238262,0
45.406105,9.244620000000001,0
45.406105,9.250978,0
45.406105,9.257336,0
45.406105,9.263694000000001,0
45.406105,9.270052,0
45.406105,9.27641,0
45.410599999999995,9.08567,0
45.410599999999995,9.092028,0
45.410599999999995,9.098386,0
45.410599999999995,9.104744,0
45.410599999999995,9.111102,0
45.410599999999995,9.117460000000001,0
45.410599999999995,9.123818,0
45.410599999999995,9.130176,0
45.410599999999995,9.136534000000001,0
45.410599999999995,9.142892,0
45.410599999999995,9.14925,0
45.410599999999995,9.155608,0
45.410599999999995,9.161966,0
45.410599999999995,9.168324,1
45.410599999999995,9.174682,2
45.410599999999995,9.181040000000001,0
45.410599999999995,9.187398,0
45.410599999999995,9.193756,0
45.410599999999995,9.200114000000001,0
45.410599999999995,9.206472,0
45.410599999999995,9.21283,0
45.410599999999995,9.219188,0
45.410599999999995,9.225546,0
45.410599999999995,9.231904,0
