latitude,longitude
45.48573,9.19897
45.44062,9.18508
45.48683,9.2009
45.43833,9.18544
45.46788,9.1784
45.47315,9.15969
45.43444,9.19752
45.48369,9.18522
45.444,9.18249
45.44547,9.16196
45.49017,9.17232
45.451,9.1598
45.49977,9.22
45.48419,9.20047
45.46241,9.27726
45.43207,9.1991
45.49153,9.16194
45.49559,9.16347
45.47091,9.23175
45.49784,9.19156
45.46766,9.19447
45.43819,9.21977
45.47777,9.14678
45.50296,9.16155
45.48438,9.20465
45.48548,9.21587
45.4753,9.15653
45.44614,9.16026
45.48906,9.15962
45.49541,9.1812
45.44397,9.15503
45.40417,9.13119
45.43603,9.18544
45.48536,9.16875
45.50019,9.22583
45.45993,9.20274
45.49704,9.21146
45.46066,9.22864
45.492,9.15849
45.48224,9.23937
45.45618,9.21919
45.47153,9.15985
45.5097,9.2301
45.46546,9.21975
45.44595,9.24139
45.43716,9.16143
45.4481,9.12741
45.48521,9.21575
45.47091,9.19504
45.48573,9.20727
45.47316,9.15651
45.46695,9.16821
45.48404,9.20433
45.45587,9.22064
45.45982,9.20273
45.48478,9.21103
45.48172,9.25132
45.48428,9.2045
45.43464,9.2413
45.5043,9.21185
45.4671,9.13965
45.49585,9.21614
45.46967,9.22663
45.44433,9.1535
45.46241,9.27726
45.46323,9.22155
45.4892,9.15953
45.46241,9.27726
45.50485,9.22903
45.45743,9.1483
45.46328,9.13492
45.50401,9.14723
45.48716,9.216
45.48558,9.16864
45.42533,9.17671
45.44524,9.18388
45.49761,9.23965
45.50031,9.18312
45.49589,9.21725
45.48859,9.23435
45.4786,9.13453
45.49462,9.22986
45.45735,9.22054
45.48607,9.20659
45.50626,9.17508
45.48487,9.19616
45.45591,9.22088
45.47254,9.19259
45.51353,9.2223
45.48421,9.20449
45.48517,9.21574
45.4876,9.20228
45.49068,9.23261
45.48888,9.24181
45.49318,9.21456
45.45597,9.22097
45.48585,9.20737
45.48583,9.20733
45.48524,9.2067
45.44569,9.16179
45.4599,9.09941
45.48016,9.19577
45.48424,9.20452
45.48481,9.20616
45.49196,9.15804
45.48531,9.16886
45.46212,9.1354
45.48534,9.20634
45.48532,9.20653
45.49153,9.15743
45.43732,9.15671
45.53243,9.23088
45.48967,9.15923
45.46241,9.27726
45.50408,9.09718
45.47978,9.1913
45.50644,9.10013
45.49554,9.18143
45.51912,9.17298
45.46241,9.27726
45.48496,9.20656
45.46241,9.27726
45.44106,9.15928
45.48484,9.20625
45.43966,9.22525
45.46241,9.27726
45.44356,9.224
45.43198,9.17768
45.47726,9.14528
45.46534,9.18225
45.50371,9.24559
45.47719,9.14533
45.4614,9.19122
45.46241,9.27726
45.47226,9.15557
45.47314,9.15595
45.4381,9.21969
45.44829,9.18877
45.50695,9.18691
45.48482,9.20643
45.51922,9.21311
45.4829,9.1437
45.48476,9.14325
45.5059,9.22728
45.47823,9.10187
45.4939,9.15574
45.44428,9.14022
45.42307,9.16752
45.50636,9.10018
45.46241,9.27726
45.43893,9.17477
45.43318,9.17768
45.43931,9.17521
45.43996,9.12867
45.46328,9.13424
45.49464,9.22197
45.41518,9.20748
45.46648,9.18909
45.45053,9.18732
45.47234,9.16018
45.4722,9.12674
45.47299,9.12678
45.43966,9.14558
45.48403,9.14261
45.48417,9.14051
45.48126,9.11879
45.48921,9.14251
45.48513,9.20217
45.4577,9.22421
45.44264,9.2239
45.41315,9.17518
45.48707,9.13127
45.48541,9.20623
45.48418,9.20449
45.47806,9.18268
45.47797,9.22388
45.46732,9.23433
45.47673,9.2301
45.4407,9.17134
45.48099,9.19099
45.43978,9.18173
45.47623,9.20185
45.47074,9.21162
45.48121,9.18484
45.50829,9.17335
45.44632,9.1562
45.46926,9.21329
45.46926,9.17606
45.47847,9.22252
45.5014,9.1823
45.47886,9.20337
45.45632,9.16216
45.4669,9.17256
45.46628,9.17019
45.48728,9.20764
45.48533,9.20648
45.46413,9.2188
45.44865,9.19717
45.47095,9.20167
45.44036,9.19444
45.45753,9.22049
45.47158,9.1576
45.46177,9.20458
45.43793,9.17674
45.46515,9.19824
45.43964,9.18611
45.46761,9.16015
45.46497,9.203
45.4713,9.14747
45.43523,9.23617
45.46001,9.17759
45.46461,9.22145
45.46587,9.1933
45.45228,9.18695
45.44406,9.17131
45.4417,9.14895
45.45268,9.19639
45.47715,9.19395
45.48419,9.20682
45.47296,9.18831
45.47192,9.22364
45.45755,9.1588
45.47508,9.12661
45.466,9.18799
45.45692,9.18447
45.43918,9.18182
45.49155,9.1833
45.46721,9.19242
45.4999,9.13651
45.47076,9.12689
45.46019,9.16102
45.47074,9.22464
45.44743,9.21327
45.43321,9.18161
45.49564,9.20125
45.49395,9.16541
45.51747,9.18853
45.45685,9.18437
45.48085,9.18536
45.47724,9.14602
45.50053,9.1107
45.44812,9.18761
45.47063,9.20381
45.46453,9.16794
45.46349,9.16992
45.47017,9.20061
45.46098,9.17579
45.46296,9.165
45.48455,9.20604
45.46191,9.2095
45.47084,9.21795
45.44972,9.16543
45.47502,9.19682
45.51017,9.21081
45.48394,9.18024
45.4858,9.16779
45.44494,9.14622
45.44587,9.17275
45.44929,9.18914
45.47254,9.20307
45.4967,9.12722
45.47433,9.18709
45.46296,9.22152
45.44066,9.19968
45.47483,9.14446
45.48793,9.15981
45.50659,9.17442
45.48461,9.19793
45.48502,9.19475
45.46595,9.16193
45.46816,9.17376
45.45445,9.16478
45.49073,9.20293
45.47671,9.22555
45.48476,9.20628
45.45685,9.18437
45.4818,9.20182
45.47482,9.1601
45.46431,9.22376
45.46333,9.15489
45.47154,9.12608
45.46419,9.20885
45.49855,9.13024
45.48329,9.1982
45.49814,9.13396
45.47543,9.15785
45.46233,9.16742
45.48818,9.21201
45.46871,9.17236
45.45383,9.16378
45.46764,9.17896
45.44852,9.18641
45.44986,9.19569
45.48517,9.21897
45.48902,9.21757
45.48458,9.20619
45.44288,9.20125
45.48425,9.20443
45.44439,9.1497
45.48852,9.19521
45.49495,9.21587
45.47811,9.14656
45.44837,9.18992
45.44249,9.15611
45.47721,9.18864
45.47932,9.18636
45.46858,9.15882
45.46645,9.21134
45.47886,9.20337
45.46092,9.21116
45.49003,9.19015
45.48037,9.19615
45.44887,9.24755
45.48945,9.19452
45.48235,9.20497
45.45523,9.16235
45.46047,9.1781
45.43662,9.20668
45.47689,9.23398
45.44972,9.16594
45.43924,9.19283
45.47223,9.22352
45.46574,9.15502
45.46083,9.16021
45.44338,9.1801
45.4714,9.16344
45.46497,9.203
45.46786,9.18743
45.5108,9.2067
45.449,9.21711
45.44825,9.22237
45.46,9.15311
45.4526,9.1655
45.49312,9.18212
45.48704,9.21022
45.48511,9.21566
45.48703,9.1654
45.47198,9.18335
45.50121,9.16081
45.46928,9.17777
45.45373,9.16378
45.47652,9.18844
45.47771,9.18264
45.45292,9.16425
45.45561,9.23127
45.45221,9.18222
45.46694,9.15518
45.46977,9.20006
45.4813,9.19154
45.43963,9.2056
45.48497,9.16915
45.46554,9.21384
45.48302,9.15775
45.48959,9.19458
45.50005,9.16214
45.48237,9.18755
45.44804,9.20484
45.47296,9.18831
45.50048,9.18781
45.48143,9.17032
45.46785,9.16077
45.40172,9.14651
45.47385,9.16398
45.48184,9.20397
45.46277,9.13889
45.43546,9.23712
45.47086,9.15587
45.49011,9.15501
45.49174,9.18981
45.45308,9.16421
45.48942,9.2143
45.49228,9.14895
45.47898,9.14538
45.46427,9.1833
45.45294,9.18431
45.44048,9.14747
45.47284,9.20445
45.4631,9.19642
45.48109,9.22629
45.46539,9.21289
45.46669,9.18334
45.49133,9.18803
45.48235,9.20497
45.47139,9.22315
45.45026,9.21448
45.45654,9.17739
45.41637,9.26418
45.49492,9.18365
45.45092,9.16867
45.47657,9.19463
45.46071,9.15472
45.48674,9.23002
45.43523,9.23617
45.4664,9.18103
45.44825,9.18898
45.47242,9.19267
45.45275,9.18606
45.4731,9.1892
45.48878,9.21052
45.49044,9.20337
45.43933,9.21215
45.46241,9.27726
45.46574,9.15502
45.48735,9.20369
45.44809,9.20915
45.49897,9.14616
45.47067,9.14767
45.48495,9.16877
45.50002,9.21195
45.49907,9.18167
45.45308,9.15943
45.47843,9.18783
45.46816,9.17376
45.45364,9.18984
45.4665,9.17511
45.45126,9.16122
45.46564,9.18806
45.47682,9.20063
45.47292,9.1594
45.49567,9.14338
45.50048,9.18781
45.46766,9.19447
45.48562,9.20605
45.47528,9.18615
45.45997,9.16627
45.4537,9.18982
45.46645,9.21134
45.47192,9.22364
45.46589,9.18804
45.45848,9.18303
45.46248,9.20261
45.46403,9.20323
45.48164,9.1885
45.46799,9.14779
45.48556,9.2095
45.48684,9.15492
45.4455,9.17475
45.46696,9.16836
45.46253,9.19705
45.47624,9.14411
45.43603,9.18544
45.46595,9.16193
45.44541,9.17441
45.46084,9.1969
45.49326,9.16245
45.45378,9.16377
45.44458,9.16744
45.48511,9.21553
45.46412,9.22064
45.43478,9.21983
45.44389,9.15194
45.48457,9.20589
45.50128,9.1465
45.48274,9.18093
45.46136,9.17493
45.49029,9.15148
45.47666,9.14423
45.47157,9.1831
45.45806,9.20141
45.46414,9.17378
45.46686,9.15217
45.45989,9.15459
45.46461,9.15855
45.46177,9.19339
45.45322,9.16414
45.47724,9.18855
45.48495,9.16877
45.46166,9.18163
45.47266,9.20057
45.46,9.15311
45.47255,9.14857
45.47086,9.15587
45.46669,9.17242
45.46481,9.16202
45.44115,9.1727
45.49026,9.18786
45.45373,9.16378
45.44027,9.22341
45.46285,9.20732
45.46453,9.20504
45.49538,9.22111
45.4702,9.20274
45.46044,9.17171
45.45908,9.13307
45.4611,9.20349
45.49527,9.17699
45.45396,9.16339
45.47274,9.15229
45.47366,9.19491
45.4603,9.20593
45.46655,9.18301
45.47538,9.18548
45.45769,9.16855
45.4825,9.14423
45.46047,9.1781
45.46935,9.17777
45.49312,9.18212
45.44449,9.2045
45.44336,9.22108
45.44807,9.20429
45.48197,9.23212
45.44734,9.20069
45.46653,9.20459
45.45779,9.17642
45.44804,9.20484
45.44767,9.16747
45.45076,9.21202
45.49784,9.19156
45.48274,9.18093
45.48402,9.20424
45.49058,9.20332
45.43802,9.19289
45.46065,9.22492
45.47626,9.14412
45.46326,9.16579
45.46923,9.13806
45.49559,9.16347
45.47539,9.18716
45.45294,9.18431
45.44448,9.16584
45.46885,9.17841
45.46094,9.21088
45.46774,9.17849
45.48374,9.1848
45.48852,9.2019
45.47296,9.18831
45.46144,9.17481
45.46262,9.1638
45.46046,9.14409
45.43419,9.24278
45.48288,9.18993
45.44989,9.15077
45.4955,9.14466
45.49155,9.16656
45.44653,9.15049
45.46982,9.16359
45.46159,9.15079
45.4534,9.15936
45.48107,9.20668
45.47791,9.21938
45.48087,9.18526
45.50048,9.18781
45.48917,9.1849
45.4647,9.20735
45.47093,9.20165
45.43924,9.18665
45.44809,9.20915
45.4467,9.17278
45.45966,9.16079
45.47142,9.15778
45.478,9.19403
45.47312,9.19608
45.4463,9.21401
45.47802,9.16773
45.45006,9.17244
45.46761,9.19432
45.44115,9.1727
45.45753,9.22049
45.46993,9.16197
45.45512,9.15443
45.46398,9.16837
45.46026,9.1711
45.45461,9.19
45.44968,9.17317
45.45876,9.21008
45.47157,9.16833
45.47718,9.19403
45.46315,9.19632
45.47213,9.1581
45.46776,9.22707
45.49022,9.18304
45.45979,9.17992
45.45793,9.21024
45.45796,9.16973
45.47065,9.20493
45.46192,9.14302
45.46528,9.18858
45.45284,9.16778
45.48879,9.1715
45.48455,9.20604
45.48359,9.20426
45.45644,9.17328
45.46157,9.17476
45.44634,9.15272
45.49915,9.21104
45.45756,9.18401
45.46092,9.16318
45.46916,9.18703
45.48775,9.21065
45.46107,9.15212
45.44274,9.2094
45.49074,9.18905
45.4673,9.17565
45.46407,9.20736
45.46315,9.18246
45.47141,9.21019
45.47694,9.21276
45.45367,9.20363
45.46461,9.22145
45.47313,9.18932
45.47538,9.18548
45.50062,9.22519
45.51251,9.21279
45.48284,9.19987
45.47601,9.19387
45.48271,9.21329
45.47046,9.20312
45.49785,9.13118
45.46285,9.20732
45.46912,9.21477
45.47423,9.20656
45.44302,9.21247
45.46159,9.15079
45.48847,9.13842
45.43607,9.1855
45.46966,9.20295
45.48517,9.21574
45.489,9.22894
45.46833,9.16274
45.46659,9.21025
45.45735,9.22054
45.47254,9.20307
45.472,9.16634
45.48478,9.21103
45.4604,9.20768
45.44922,9.18212
45.46075,9.20827
45.4794,9.17501
45.48425,9.20443
45.48229,9.16863
45.46166,9.19248
45.50626,9.17508
45.49694,9.21211
45.49878,9.12946
45.4584,9.18775
45.44323,9.16491
45.48423,9.16358
45.46241,9.27726
45.46668,9.16787
45.46893,9.19661
45.45701,9.18737
45.45351,9.15927
45.48201,9.1474
45.48374,9.20658
45.47474,9.18679
45.45173,9.15626
45.45591,9.22088
45.46881,9.19648
45.5005,9.16155
45.48086,9.22521
45.46897,9.18456
45.47917,9.20784
45.47274,9.20334
45.49955,9.20553
45.47666,9.16574
45.46503,9.17454
45.46317,9.18242
45.44479,9.17924
45.44258,9.19804
45.47031,9.18343
45.50137,9.18526
45.47796,9.20008
45.49086,9.18694
45.46412,9.22064
45.49242,9.14826
45.46661,9.13706
45.45612,9.20879
45.46902,9.18482
45.48402,9.20424
45.47671,9.21093
45.46943,9.17213
45.43839,9.1845
45.43646,9.19667
45.48562,9.20605
45.47874,9.18456
45.46728,9.21475
45.48619,9.19484
45.46669,9.17242
45.47826,9.23426
45.43876,9.19611
45.47021,9.1826
45.4383,9.2059
45.45796,9.16973
45.47097,9.23563
45.48768,9.17097
45.46274,9.20444
45.50022,9.2118
45.45862,9.16734
45.44939,9.18848
45.4578,9.19905
45.45031,9.22084
45.45575,9.20455
45.48451,9.20573
45.49571,9.18788
45.4755,9.15894
45.44659,9.15051
45.44676,9.15901
45.47441,9.19497
45.46322,9.17945
45.46503,9.20596
45.43758,9.19991
45.45621,9.20891
45.45815,9.18567
45.47796,9.20008
45.47819,9.14808
45.4831,9.18314
45.47396,9.20806
45.47255,9.19267
45.45301,9.16057
45.47514,9.18685
45.4782,9.22386
45.48036,9.22222
45.4581,9.20831
45.4947,9.18843
45.48517,9.19788
45.4607,9.22576
45.45631,9.21571
45.46088,9.19322
45.45922,9.1604
45.46968,9.20291
45.48086,9.22521
45.48435,9.1437
45.45365,9.17224
45.47891,9.17447
45.46941,9.17767
45.4769,9.22715
45.47183,9.16807
45.47259,9.19268
45.4457,9.17682
45.49237,9.14897
45.45304,9.22939
45.50769,9.20166
45.45644,9.17328
45.4837,9.20484
45.47723,9.21479
45.46097,9.19905
45.45395,9.17431
45.47141,9.21019
45.48189,9.18888
45.45435,9.18855
45.45557,9.16661
45.46449,9.18488
45.47944,9.19658
45.49397,9.14358
45.47316,9.22137
45.46017,9.20253
45.46028,9.17483
45.46968,9.16912
45.46048,9.19112
45.47762,9.1955
45.4706,9.16998
45.44922,9.1891
45.44661,9.15302
45.49143,9.18626
45.47975,9.19421
45.47018,9.18369
45.46866,9.20427
45.45482,9.16058
45.46241,9.27726
45.45316,9.08567
45.47309,9.20559
45.46023,9.17545
45.46028,9.1723
45.45955,9.21273
45.45173,9.15626
45.46982,9.17692
45.4524,9.1339
45.45705,9.20537
45.47779,9.17564
45.46245,9.15825
45.44378,9.17537
45.46965,9.20171
45.48415,9.16341
45.48517,9.19788
45.47874,9.18456
45.45069,9.15784
45.45323,9.16435
45.46659,9.21025
45.45364,9.17813
45.48351,9.20308
45.47389,9.22587
45.46009,9.20368
45.46119,9.20771
45.48768,9.17097
45.50701,9.20383
45.46376,9.19593
45.4604,9.20768
45.47775,9.18327
45.43645,9.19677
45.47741,9.19411
45.47491,9.14614
45.44667,9.16544
45.46961,9.17572
45.46705,9.19401
45.4769,9.22715
45.49519,9.11305
45.48026,9.20004
45.49196,9.14637
45.47538,9.18595
45.50955,9.2054
45.44926,9.19059
45.48255,9.17271
45.45889,9.19149
45.46582,9.18049
45.4828,9.2117
45.48997,9.16669
45.46846,9.20511
45.44368,9.17948
45.46047,9.1781
45.46971,9.20687
45.46341,9.15956
45.47045,9.18423
45.49237,9.14897
45.47087,9.19265
45.44754,9.18132
45.4594,9.19208
45.44824,9.18837
45.46691,9.15948
45.47723,9.16638
45.4835,9.19979
45.44928,9.20708
45.4495,9.18684
45.46589,9.16745
45.44611,9.16478
45.48242,9.21958
45.48177,9.19866
45.48802,9.21916
45.44847,9.2112
45.48882,9.16451
45.47535,9.18554
45.47918,9.22832
45.44841,9.19015
45.47754,9.18865
45.46922,9.20275
45.4943,9.18192
45.46524,9.18476
45.46121,9.19225
45.46166,9.19248
45.48032,9.20035
45.46488,9.18321
45.45515,9.16675
45.46689,9.15603
45.46023,9.17545
45.47076,9.19764
45.47047,9.228
45.47762,9.1955
45.47261,9.18964
45.48558,9.20915
45.49242,9.14826
45.47283,9.18695
45.46618,9.18774
45.45315,9.19212
45.46682,9.15233
45.48013,9.20066
45.47866,9.19901
45.4865,9.20703
45.4753,9.18611
45.48235,9.2252
45.48339,9.17346
45.46002,9.17304
45.49989,9.13007
45.48333,9.22259
45.47226,9.15557
45.47787,9.17571
45.43804,9.18068
45.4808,9.16857
45.47145,9.18274
45.46152,9.18377
45.47314,9.15595
45.43516,9.21967
45.49948,9.12047
45.45421,9.19906
45.48013,9.19608
45.46572,9.19927
45.44783,9.18192
45.48128,9.23535
45.4564,9.14145
45.47891,9.18749
45.45917,9.18782
45.48327,9.15602
45.4686,9.20703
45.44848,9.16908
45.46668,9.16787
45.46065,9.2067
45.47316,9.22137
45.46218,9.20941
45.45765,9.20656
45.45547,9.21086
45.48408,9.19927
45.48162,9.20706
45.46241,9.27726
45.44903,9.18757
45.48988,9.18784
45.47706,9.15007
45.48536,9.1939
45.46367,9.1839
45.44928,9.20708
45.47783,9.19208
45.44951,9.17312
45.47516,9.19692
45.48026,9.20004
45.46145,9.1801
45.46783,9.20976
45.51796,9.21181
45.45294,9.21447
45.47315,9.15969
45.44051,9.21125
45.46557,9.22674
45.47484,9.22151
45.50402,9.16418
45.47521,9.22665
45.45461,9.19
45.46162,9.15718
45.46198,9.18193
45.46863,9.15762
45.45539,9.18992
45.46035,9.16158
45.46931,9.19136
45.46449,9.18488
45.48339,9.17346
45.47142,9.23519
45.47919,9.21895
45.43081,9.20376
45.47274,9.20334
45.48282,9.16582
45.48435,9.17179
45.46221,9.1817
45.47099,9.14616
45.46679,9.1814
45.46603,9.15911
45.47194,9.20051
45.46433,9.18489
45.47093,9.23085
45.45191,9.20056
45.4668,9.22718
45.45876,9.21008
45.4504,9.15629
45.44923,9.21161
45.4848,9.20619
45.45364,9.17813
45.44944,9.18862
45.45113,9.20087
45.47074,9.20916
45.4778,9.21922
