coords,origin_id
9.309327874038653-45.45326423835061,175
9.309327874038653-45.45326423835061,175
9.309327874038653-45.45326423835061,175
9.309327874038653-45.45326423835061,175
9.309327874038653-45.45326423835061,175
9.309327874038653-45.45326423835061,175
9.309327874038653-45.45326423835061,175
9.309327874038653-45.45326423835061,175
9.309327874038653-45.45326423835061,175
9.309327874038653-45.45326423835061,175
9.309327874038653-45.45326423835061,175
9.309327874038653-45.45326423835061,175
9.309327874038653-45.45326423835061,175
9.309327874038653-45.45326423835061,175
9.315730912743964-45.45326423835061,176
9.315730912743964-45.45326423835061,176
9.315730912743964-45.45326423835061,176
9.315730912743964-45.45326423835061,176
9.315730912743964-45.45326423835061,176
9.315730912743964-45.45326423835061,176
9.315730912743964-45.45326423835061,176
9.315730912743964-45.45326423835061,176
9.315730912743964-45.45326423835061,176
9.315730912743964-45.45326423835061,176
9.315730912743964-45.45326423835061,176
9.315730912743964-45.45326423835061,176
9.315730912743964-45.45326423835061,176
9.315730912743964-45.45326423835061,176
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.32213395144928-45.45326423835061,177
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.328536990154593-45.45326423835061,178
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.334940028859908-45.45326423835061,179
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.34134306756522-45.45326423835061,180
9.347746106270534-45.45326423835061,181
9.347746106270534-45.45326423835061,181
9.347746106270534-45.45326423835061,181
9.347746106270534-45.45326423835061,181
9.347746106270534-45.45326423835061,181
9.347746106270534-45.45326423835061,181
9.347746106270534-45.45326423835061,181
9.347746106270534-45.45326423835061,181
9.347746106270534-45.45326423835061,181
9.347746106270534-45.45326423835061,181
9.347746106270534-45.45326423835061,181
9.347746106270534-45.45326423835061,181
9.347746106270534-45.45326423835061,181
9.35414914497585-45.45326423835061,182
9.35414914497585-45.45326423835061,182
9.35414914497585-45.45326423835061,182
9.35414914497585-45.45326423835061,182
9.35414914497585-45.45326423835061,182
9.35414914497585-45.45326423835061,182
9.35414914497585-45.45326423835061,182
9.360552183681165-45.45326423835061,183
9.360552183681165-45.45326423835061,183
9.360552183681165-45.45326423835061,183
9.360552183681165-45.45326423835061,183
9.360552183681165-45.45326423835061,183
9.360552183681165-45.45326423835061,183
9.360552183681165-45.45326423835061,183
9.360552183681165-45.45326423835061,183
9.360552183681165-45.45326423835061,183
9.366955222386478-45.45326423835061,184
9.366955222386478-45.45326423835061,184
9.373358261091791-45.45326423835061,185
9.373358261091791-45.45326423835061,185
9.373358261091791-45.45326423835061,185
9.379761299797106-45.45326423835061,186
9.379761299797106-45.45326423835061,186
9.405373454618362-45.45326423835061,187
9.405373454618362-45.45326423835061,187
9.411776493323677-45.45326423835061,188
9.411776493323677-45.45326423835061,188
9.41817953202899-45.45326423835061,189
9.41817953202899-45.45326423835061,189
9.41817953202899-45.45326423835061,189
9.11723951803709-45.45775591125067,190
9.11723951803709-45.45775591125067,190
9.123643066771107-45.45775591125067,191
9.149257261707172-45.45775591125067,192
9.162064359175206-45.45775591125067,193
9.174871456643238-45.45775591125067,194
9.18767855411127-45.45775591125067,195
9.18767855411127-45.45775591125067,195
9.18767855411127-45.45775591125067,195
9.18767855411127-45.45775591125067,195
9.18767855411127-45.45775591125067,195
9.194082102845288-45.45775591125067,196
9.194082102845288-45.45775591125067,196
9.194082102845288-45.45775591125067,196
9.200485651579305-45.45775591125067,197
9.20688920031332-45.45775591125067,198
9.20688920031332-45.45775591125067,198
9.20688920031332-45.45775591125067,198
9.213292749047335-45.45775591125067,199
9.213292749047335-45.45775591125067,199
9.213292749047335-45.45775591125067,199
9.219696297781354-45.45775591125067,200
9.219696297781354-45.45775591125067,200
9.219696297781354-45.45775591125067,200
9.219696297781354-45.45775591125067,200
9.219696297781354-45.45775591125067,200
9.219696297781354-45.45775591125067,200
9.219696297781354-45.45775591125067,200
9.219696297781354-45.45775591125067,200
9.22609984651537-45.45775591125067,201
9.22609984651537-45.45775591125067,201
9.22609984651537-45.45775591125067,201
9.22609984651537-45.45775591125067,201
9.22609984651537-45.45775591125067,201
9.22609984651537-45.45775591125067,201
9.22609984651537-45.45775591125067,201
9.22609984651537-45.45775591125067,201
9.22609984651537-45.45775591125067,201
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.232503395249386-45.45775591125067,202
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.238906943983404-45.45775591125067,203
9.24531049271742-45.45775591125067,204
9.24531049271742-45.45775591125067,204
9.24531049271742-45.45775591125067,204
9.24531049271742-45.45775591125067,204
9.24531049271742-45.45775591125067,204
9.24531049271742-45.45775591125067,204
9.24531049271742-45.45775591125067,204
9.24531049271742-45.45775591125067,204
9.24531049271742-45.45775591125067,204
9.24531049271742-45.45775591125067,204
9.24531049271742-45.45775591125067,204
9.24531049271742-45.45775591125067,204
9.24531049271742-45.45775591125067,204
9.24531049271742-45.45775591125067,204
9.24531049271742-45.45775591125067,204
9.24531049271742-45.45775591125067,204
9.24531049271742-45.45775591125067,204
9.251714041451436-45.45775591125067,205
9.251714041451436-45.45775591125067,205
9.251714041451436-45.45775591125067,205
9.251714041451436-45.45775591125067,205
9.251714041451436-45.45775591125067,205
9.251714041451436-45.45775591125067,205
9.251714041451436-45.45775591125067,205
9.251714041451436-45.45775591125067,205
9.251714041451436-45.45775591125067,205
9.251714041451436-45.45775591125067,205
9.251714041451436-45.45775591125067,205
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.258117590185453-45.45775591125067,206
9.264521138919468-45.45775591125067,207
9.264521138919468-45.45775591125067,207
9.264521138919468-45.45775591125067,207
9.264521138919468-45.45775591125067,207
9.264521138919468-45.45775591125067,207
9.264521138919468-45.45775591125067,207
9.264521138919468-45.45775591125067,207
9.264521138919468-45.45775591125067,207
9.264521138919468-45.45775591125067,207
9.264521138919468-45.45775591125067,207
9.264521138919468-45.45775591125067,207
9.264521138919468-45.45775591125067,207
9.264521138919468-45.45775591125067,207
9.264521138919468-45.45775591125067,207
9.264521138919468-45.45775591125067,207
9.264521138919468-45.45775591125067,207
9.264521138919468-45.45775591125067,207
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.270924687653483-45.45775591125067,208
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.2773282363875-45.45775591125067,209
9.283731785121518-45.45775591125067,210
9.283731785121518-45.45775591125067,210
9.283731785121518-45.45775591125067,210
9.283731785121518-45.45775591125067,210
9.283731785121518-45.45775591125067,210
9.283731785121518-45.45775591125067,210
9.283731785121518-45.45775591125067,210
9.283731785121518-45.45775591125067,210
9.283731785121518-45.45775591125067,210
9.283731785121518-45.45775591125067,210
9.283731785121518-45.45775591125067,210
9.283731785121518-45.45775591125067,210
9.283731785121518-45.45775591125067,210
9.283731785121518-45.45775591125067,210
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.290135333855536-45.45775591125067,211
9.29653888258955-45.45775591125067,212
9.29653888258955-45.45775591125067,212
9.29653888258955-45.45775591125067,212
9.29653888258955-45.45775591125067,212
9.29653888258955-45.45775591125067,212
9.29653888258955-45.45775591125067,212
9.29653888258955-45.45775591125067,212
9.29653888258955-45.45775591125067,212
9.29653888258955-45.45775591125067,212
9.29653888258955-45.45775591125067,212
9.29653888258955-45.45775591125067,212
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.302942431323569-45.45775591125067,213
9.309345980057584-45.45775591125067,214
9.309345980057584-45.45775591125067,214
9.309345980057584-45.45775591125067,214
9.309345980057584-45.45775591125067,214
9.309345980057584-45.45775591125067,214
9.322153077525616-45.45775591125067,215
9.322153077525616-45.45775591125067,215
9.322153077525616-45.45775591125067,215
9.322153077525616-45.45775591125067,215
9.322153077525616-45.45775591125067,215
9.322153077525616-45.45775591125067,215
9.322153077525616-45.45775591125067,215
9.322153077525616-45.45775591125067,215
9.322153077525616-45.45775591125067,215
9.322153077525616-45.45775591125067,215
9.322153077525616-45.45775591125067,215
9.322153077525616-45.45775591125067,215
9.322153077525616-45.45775591125067,215
9.322153077525616-45.45775591125067,215
9.328556626259632-45.45775591125067,216
9.328556626259632-45.45775591125067,216
9.328556626259632-45.45775591125067,216
9.328556626259632-45.45775591125067,216
9.328556626259632-45.45775591125067,216
9.328556626259632-45.45775591125067,216
9.328556626259632-45.45775591125067,216
9.328556626259632-45.45775591125067,216
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.334960174993649-45.45775591125067,217
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.341363723727666-45.45775591125067,218
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.347767272461684-45.45775591125067,219
9.354170821195698-45.45775591125067,220
9.354170821195698-45.45775591125067,220
9.354170821195698-45.45775591125067,220
9.354170821195698-45.45775591125067,220
9.354170821195698-45.45775591125067,220
9.354170821195698-45.45775591125067,220
9.354170821195698-45.45775591125067,220
9.360574369929717-45.45775591125067,221
9.360574369929717-45.45775591125067,221
9.360574369929717-45.45775591125067,221
9.360574369929717-45.45775591125067,221
9.360574369929717-45.45775591125067,221
9.360574369929717-45.45775591125067,221
9.360574369929717-45.45775591125067,221
9.360574369929717-45.45775591125067,221
9.360574369929717-45.45775591125067,221
9.360574369929717-45.45775591125067,221
9.360574369929717-45.45775591125067,221
9.360574369929717-45.45775591125067,221
9.360574369929717-45.45775591125067,221
9.366977918663732-45.45775591125067,222
9.366977918663732-45.45775591125067,222
9.366977918663732-45.45775591125067,222
9.373381467397747-45.45775591125067,223
9.373381467397747-45.45775591125067,223
9.38618856486578-45.45775591125067,224
9.398995662333814-45.45775591125067,225
9.405399211067827-45.45775591125067,226
9.405399211067827-45.45775591125067,226
9.418206308535863-45.45775591125067,227
9.418206308535863-45.45775591125067,227
9.085222029441669-45.46224758415072,228
9.091626088325006-45.46224758415072,229
9.091626088325006-45.46224758415072,229
9.142858559391708-45.46224758415072,230
9.168474794925055-45.46224758415072,231
9.168474794925055-45.46224758415072,231
9.168474794925055-45.46224758415072,231
9.174878853808394-45.46224758415072,232
9.174878853808394-45.46224758415072,232
9.181282912691731-45.46224758415072,233
9.18768697157507-45.46224758415072,234
9.18768697157507-45.46224758415072,234
9.18768697157507-45.46224758415072,234
9.18768697157507-45.46224758415072,234
9.18768697157507-45.46224758415072,234
9.18768697157507-45.46224758415072,234
9.18768697157507-45.46224758415072,234
9.18768697157507-45.46224758415072,234
9.194091030458408-45.46224758415072,235
9.194091030458408-45.46224758415072,235
9.194091030458408-45.46224758415072,235
9.194091030458408-45.46224758415072,235
9.194091030458408-45.46224758415072,235
9.194091030458408-45.46224758415072,235
9.194091030458408-45.46224758415072,235
9.200495089341745-45.46224758415072,236
9.200495089341745-45.46224758415072,236
9.200495089341745-45.46224758415072,236
9.200495089341745-45.46224758415072,236
9.200495089341745-45.46224758415072,236
9.200495089341745-45.46224758415072,236
9.200495089341745-45.46224758415072,236
9.200495089341745-45.46224758415072,236
9.200495089341745-45.46224758415072,236
9.206899148225082-45.46224758415072,237
9.206899148225082-45.46224758415072,237
9.206899148225082-45.46224758415072,237
9.206899148225082-45.46224758415072,237
9.206899148225082-45.46224758415072,237
9.206899148225082-45.46224758415072,237
9.206899148225082-45.46224758415072,237
9.206899148225082-45.46224758415072,237
9.206899148225082-45.46224758415072,237
9.206899148225082-45.46224758415072,237
9.21330320710842-45.46224758415072,238
9.21330320710842-45.46224758415072,238
9.21330320710842-45.46224758415072,238
9.21330320710842-45.46224758415072,238
9.21330320710842-45.46224758415072,238
9.219707265991758-45.46224758415072,239
9.219707265991758-45.46224758415072,239
9.219707265991758-45.46224758415072,239
9.219707265991758-45.46224758415072,239
9.219707265991758-45.46224758415072,239
9.219707265991758-45.46224758415072,239
9.219707265991758-45.46224758415072,239
9.219707265991758-45.46224758415072,239
9.219707265991758-45.46224758415072,239
9.219707265991758-45.46224758415072,239
9.219707265991758-45.46224758415072,239
9.219707265991758-45.46224758415072,239
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.226111324875095-45.46224758415072,240
9.232515383758432-45.46224758415072,241
9.232515383758432-45.46224758415072,241
9.232515383758432-45.46224758415072,241
9.232515383758432-45.46224758415072,241
9.232515383758432-45.46224758415072,241
9.232515383758432-45.46224758415072,241
9.232515383758432-45.46224758415072,241
9.232515383758432-45.46224758415072,241
9.232515383758432-45.46224758415072,241
9.232515383758432-45.46224758415072,241
9.232515383758432-45.46224758415072,241
9.232515383758432-45.46224758415072,241
9.232515383758432-45.46224758415072,241
9.232515383758432-45.46224758415072,241
9.232515383758432-45.46224758415072,241
9.232515383758432-45.46224758415072,241
9.232515383758432-45.46224758415072,241
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.23891944264177-45.46224758415072,242
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.245323501525109-45.46224758415072,243
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.251727560408446-45.46224758415072,244
9.258131619291785-45.46224758415072,245
9.258131619291785-45.46224758415072,245
9.258131619291785-45.46224758415072,245
9.258131619291785-45.46224758415072,245
9.258131619291785-45.46224758415072,245
9.258131619291785-45.46224758415072,245
9.258131619291785-45.46224758415072,245
9.258131619291785-45.46224758415072,245
9.258131619291785-45.46224758415072,245
9.258131619291785-45.46224758415072,245
9.258131619291785-45.46224758415072,245
9.258131619291785-45.46224758415072,245
9.258131619291785-45.46224758415072,245
9.258131619291785-45.46224758415072,245
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.26453567817512-45.46224758415072,246
9.27093973705846-45.46224758415072,247
9.27093973705846-45.46224758415072,247
9.27093973705846-45.46224758415072,247
9.27093973705846-45.46224758415072,247
9.27093973705846-45.46224758415072,247
9.27093973705846-45.46224758415072,247
9.27093973705846-45.46224758415072,247
9.27093973705846-45.46224758415072,247
9.27093973705846-45.46224758415072,247
9.27093973705846-45.46224758415072,247
9.27093973705846-45.46224758415072,247
9.27093973705846-45.46224758415072,247
9.27093973705846-45.46224758415072,247
9.27093973705846-45.46224758415072,247
9.27093973705846-45.46224758415072,247
9.27093973705846-45.46224758415072,247
9.277343795941796-45.46224758415072,248
9.277343795941796-45.46224758415072,248
9.277343795941796-45.46224758415072,248
9.277343795941796-45.46224758415072,248
9.277343795941796-45.46224758415072,248
9.277343795941796-45.46224758415072,248
9.277343795941796-45.46224758415072,248
9.277343795941796-45.46224758415072,248
9.277343795941796-45.46224758415072,248
9.277343795941796-45.46224758415072,248
9.277343795941796-45.46224758415072,248
