coords,origin_id
9.34140505070916-45.466739257050776,297
9.34140505070916-45.466739257050776,297
9.34140505070916-45.466739257050776,297
9.34140505070916-45.466739257050776,297
9.34140505070916-45.466739257050776,297
9.34140505070916-45.466739257050776,297
9.34140505070916-45.466739257050776,297
9.34140505070916-45.466739257050776,297
9.34140505070916-45.466739257050776,297
9.34140505070916-45.466739257050776,297
9.34140505070916-45.466739257050776,297
9.34140505070916-45.466739257050776,297
9.34140505070916-45.466739257050776,297
9.34140505070916-45.466739257050776,297
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.347809619862474-45.466739257050776,298
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.354214189015789-45.466739257050776,299
9.3606187581691-45.466739257050776,300
9.3606187581691-45.466739257050776,300
9.3606187581691-45.466739257050776,300
9.3606187581691-45.466739257050776,300
9.3606187581691-45.466739257050776,300
9.3606187581691-45.466739257050776,300
9.3606187581691-45.466739257050776,300
9.367023327322412-45.466739257050776,301
9.367023327322412-45.466739257050776,301
9.367023327322412-45.466739257050776,301
9.367023327322412-45.466739257050776,301
9.367023327322412-45.466739257050776,301
9.367023327322412-45.466739257050776,301
9.367023327322412-45.466739257050776,301
9.367023327322412-45.466739257050776,301
9.367023327322412-45.466739257050776,301
9.367023327322412-45.466739257050776,301
9.367023327322412-45.466739257050776,301
9.367023327322412-45.466739257050776,301
9.367023327322412-45.466739257050776,301
9.367023327322412-45.466739257050776,301
9.373427896475723-45.466739257050776,302
9.373427896475723-45.466739257050776,302
9.373427896475723-45.466739257050776,302
9.373427896475723-45.466739257050776,302
9.373427896475723-45.466739257050776,302
9.373427896475723-45.466739257050776,302
9.373427896475723-45.466739257050776,302
9.379832465629038-45.466739257050776,303
9.379832465629038-45.466739257050776,303
9.379832465629038-45.466739257050776,303
9.379832465629038-45.466739257050776,303
9.379832465629038-45.466739257050776,303
9.379832465629038-45.466739257050776,303
9.379832465629038-45.466739257050776,303
9.379832465629038-45.466739257050776,303
9.379832465629038-45.466739257050776,303
9.379832465629038-45.466739257050776,303
9.38623703478235-45.466739257050776,304
9.38623703478235-45.466739257050776,304
9.38623703478235-45.466739257050776,304
9.38623703478235-45.466739257050776,304
9.38623703478235-45.466739257050776,304
9.38623703478235-45.466739257050776,304
9.38623703478235-45.466739257050776,304
9.38623703478235-45.466739257050776,304
9.38623703478235-45.466739257050776,304
9.38623703478235-45.466739257050776,304
9.38623703478235-45.466739257050776,304
9.38623703478235-45.466739257050776,304
9.392641603935662-45.466739257050776,305
9.392641603935662-45.466739257050776,305
9.392641603935662-45.466739257050776,305
9.392641603935662-45.466739257050776,305
9.130058096579829-45.47123092995083,306
9.130058096579829-45.47123092995083,306
9.149273335211756-45.47123092995083,307
9.168488573843687-45.47123092995083,308
9.168488573843687-45.47123092995083,308
9.174893653387665-45.47123092995083,309
9.174893653387665-45.47123092995083,309
9.174893653387665-45.47123092995083,309
9.174893653387665-45.47123092995083,309
9.18129873293164-45.47123092995083,310
9.18129873293164-45.47123092995083,310
9.18129873293164-45.47123092995083,310
9.18129873293164-45.47123092995083,310
9.18129873293164-45.47123092995083,310
9.18129873293164-45.47123092995083,310
9.187703812475617-45.47123092995083,311
9.187703812475617-45.47123092995083,311
9.194108892019594-45.47123092995083,312
9.194108892019594-45.47123092995083,312
9.194108892019594-45.47123092995083,312
9.20051397156357-45.47123092995083,313
9.20051397156357-45.47123092995083,313
9.20051397156357-45.47123092995083,313
9.20051397156357-45.47123092995083,313
9.20051397156357-45.47123092995083,313
9.20051397156357-45.47123092995083,313
9.206919051107548-45.47123092995083,314
9.206919051107548-45.47123092995083,314
9.206919051107548-45.47123092995083,314
9.206919051107548-45.47123092995083,314
9.206919051107548-45.47123092995083,314
9.206919051107548-45.47123092995083,314
9.206919051107548-45.47123092995083,314
9.206919051107548-45.47123092995083,314
9.206919051107548-45.47123092995083,314
9.213324130651523-45.47123092995083,315
9.213324130651523-45.47123092995083,315
9.213324130651523-45.47123092995083,315
9.213324130651523-45.47123092995083,315
9.213324130651523-45.47123092995083,315
9.213324130651523-45.47123092995083,315
9.213324130651523-45.47123092995083,315
9.213324130651523-45.47123092995083,315
9.213324130651523-45.47123092995083,315
9.213324130651523-45.47123092995083,315
9.213324130651523-45.47123092995083,315
9.213324130651523-45.47123092995083,315
9.213324130651523-45.47123092995083,315
9.2197292101955-45.47123092995083,316
9.2197292101955-45.47123092995083,316
9.2197292101955-45.47123092995083,316
9.2197292101955-45.47123092995083,316
9.2197292101955-45.47123092995083,316
9.2197292101955-45.47123092995083,316
9.2197292101955-45.47123092995083,316
9.2197292101955-45.47123092995083,316
9.2197292101955-45.47123092995083,316
9.2197292101955-45.47123092995083,316
9.2197292101955-45.47123092995083,316
9.2197292101955-45.47123092995083,316
9.2197292101955-45.47123092995083,316
9.2197292101955-45.47123092995083,316
9.2197292101955-45.47123092995083,316
9.2197292101955-45.47123092995083,316
9.226134289739475-45.47123092995083,317
9.226134289739475-45.47123092995083,317
9.226134289739475-45.47123092995083,317
9.226134289739475-45.47123092995083,317
9.226134289739475-45.47123092995083,317
9.226134289739475-45.47123092995083,317
9.226134289739475-45.47123092995083,317
9.226134289739475-45.47123092995083,317
9.226134289739475-45.47123092995083,317
9.226134289739475-45.47123092995083,317
9.226134289739475-45.47123092995083,317
9.226134289739475-45.47123092995083,317
9.226134289739475-45.47123092995083,317
9.226134289739475-45.47123092995083,317
9.232539369283456-45.47123092995083,318
9.232539369283456-45.47123092995083,318
9.232539369283456-45.47123092995083,318
9.232539369283456-45.47123092995083,318
9.232539369283456-45.47123092995083,318
9.232539369283456-45.47123092995083,318
9.232539369283456-45.47123092995083,318
9.232539369283456-45.47123092995083,318
9.232539369283456-45.47123092995083,318
9.232539369283456-45.47123092995083,318
9.232539369283456-45.47123092995083,318
9.232539369283456-45.47123092995083,318
9.232539369283456-45.47123092995083,318
9.232539369283456-45.47123092995083,318
9.232539369283456-45.47123092995083,318
9.23894444882743-45.47123092995083,319
9.23894444882743-45.47123092995083,319
9.23894444882743-45.47123092995083,319
9.23894444882743-45.47123092995083,319
9.23894444882743-45.47123092995083,319
9.23894444882743-45.47123092995083,319
9.23894444882743-45.47123092995083,319
9.23894444882743-45.47123092995083,319
9.23894444882743-45.47123092995083,319
9.23894444882743-45.47123092995083,319
9.23894444882743-45.47123092995083,319
9.23894444882743-45.47123092995083,319
9.23894444882743-45.47123092995083,319
9.23894444882743-45.47123092995083,319
9.23894444882743-45.47123092995083,319
9.23894444882743-45.47123092995083,319
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.245349528371408-45.47123092995083,320
9.251754607915384-45.47123092995083,321
9.251754607915384-45.47123092995083,321
9.251754607915384-45.47123092995083,321
9.251754607915384-45.47123092995083,321
9.251754607915384-45.47123092995083,321
9.251754607915384-45.47123092995083,321
9.251754607915384-45.47123092995083,321
9.251754607915384-45.47123092995083,321
9.251754607915384-45.47123092995083,321
9.251754607915384-45.47123092995083,321
9.251754607915384-45.47123092995083,321
9.251754607915384-45.47123092995083,321
9.251754607915384-45.47123092995083,321
9.251754607915384-45.47123092995083,321
9.25815968745936-45.47123092995083,322
9.25815968745936-45.47123092995083,322
9.25815968745936-45.47123092995083,322
9.25815968745936-45.47123092995083,322
9.25815968745936-45.47123092995083,322
9.25815968745936-45.47123092995083,322
9.25815968745936-45.47123092995083,322
9.25815968745936-45.47123092995083,322
9.25815968745936-45.47123092995083,322
9.25815968745936-45.47123092995083,322
9.25815968745936-45.47123092995083,322
9.25815968745936-45.47123092995083,322
9.25815968745936-45.47123092995083,322
9.25815968745936-45.47123092995083,322
9.25815968745936-45.47123092995083,322
9.264564767003336-45.47123092995083,323
9.264564767003336-45.47123092995083,323
9.264564767003336-45.47123092995083,323
9.264564767003336-45.47123092995083,323
9.264564767003336-45.47123092995083,323
9.264564767003336-45.47123092995083,323
9.264564767003336-45.47123092995083,323
9.264564767003336-45.47123092995083,323
9.270969846547317-45.47123092995083,324
9.270969846547317-45.47123092995083,324
9.270969846547317-45.47123092995083,324
9.270969846547317-45.47123092995083,324
9.27737492609129-45.47123092995083,325
9.27737492609129-45.47123092995083,325
9.27737492609129-45.47123092995083,325
9.27737492609129-45.47123092995083,325
9.27737492609129-45.47123092995083,325
9.27737492609129-45.47123092995083,325
9.27737492609129-45.47123092995083,325
9.27737492609129-45.47123092995083,325
9.27737492609129-45.47123092995083,325
9.283780005635268-45.47123092995083,326
9.283780005635268-45.47123092995083,326
9.283780005635268-45.47123092995083,326
9.283780005635268-45.47123092995083,326
9.283780005635268-45.47123092995083,326
9.283780005635268-45.47123092995083,326
9.283780005635268-45.47123092995083,326
9.283780005635268-45.47123092995083,326
9.283780005635268-45.47123092995083,326
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.290185085179244-45.47123092995083,327
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.296590164723222-45.47123092995083,328
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.302995244267198-45.47123092995083,329
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.309400323811175-45.47123092995083,330
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.315805403355151-45.47123092995083,331
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.322210482899129-45.47123092995083,332
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.328615562443105-45.47123092995083,333
9.335020641987082-45.47123092995083,334
9.335020641987082-45.47123092995083,334
9.335020641987082-45.47123092995083,334
9.335020641987082-45.47123092995083,334
9.335020641987082-45.47123092995083,334
9.335020641987082-45.47123092995083,334
9.335020641987082-45.47123092995083,334
9.335020641987082-45.47123092995083,334
9.34142572153106-45.47123092995083,335
9.34142572153106-45.47123092995083,335
9.34142572153106-45.47123092995083,335
9.34142572153106-45.47123092995083,335
9.34142572153106-45.47123092995083,335
9.34142572153106-45.47123092995083,335
9.34142572153106-45.47123092995083,335
9.34142572153106-45.47123092995083,335
9.34142572153106-45.47123092995083,335
9.34142572153106-45.47123092995083,335
9.34142572153106-45.47123092995083,335
9.34142572153106-45.47123092995083,335
9.34142572153106-45.47123092995083,335
9.34142572153106-45.47123092995083,335
9.34142572153106-45.47123092995083,335
9.347830801075036-45.47123092995083,336
9.347830801075036-45.47123092995083,336
9.347830801075036-45.47123092995083,336
9.347830801075036-45.47123092995083,336
9.347830801075036-45.47123092995083,336
9.347830801075036-45.47123092995083,336
9.347830801075036-45.47123092995083,336
9.347830801075036-45.47123092995083,336
9.347830801075036-45.47123092995083,336
9.347830801075036-45.47123092995083,336
9.347830801075036-45.47123092995083,336
9.347830801075036-45.47123092995083,336
9.347830801075036-45.47123092995083,336
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.354235880619012-45.47123092995083,337
9.36064096016299-45.47123092995083,338
9.36064096016299-45.47123092995083,338
9.36064096016299-45.47123092995083,338
9.36064096016299-45.47123092995083,338
9.36064096016299-45.47123092995083,338
9.36064096016299-45.47123092995083,338
9.36064096016299-45.47123092995083,338
9.36064096016299-45.47123092995083,338
9.36064096016299-45.47123092995083,338
9.36064096016299-45.47123092995083,338
9.36064096016299-45.47123092995083,338
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.367046039706969-45.47123092995083,339
9.373451119250944-45.47123092995083,340
9.373451119250944-45.47123092995083,340
9.373451119250944-45.47123092995083,340
9.373451119250944-45.47123092995083,340
9.373451119250944-45.47123092995083,340
9.373451119250944-45.47123092995083,340
9.373451119250944-45.47123092995083,340
9.373451119250944-45.47123092995083,340
9.373451119250944-45.47123092995083,340
9.373451119250944-45.47123092995083,340
9.373451119250944-45.47123092995083,340
9.373451119250944-45.47123092995083,340
9.37985619879492-45.47123092995083,341
9.37985619879492-45.47123092995083,341
9.37985619879492-45.47123092995083,341
9.37985619879492-45.47123092995083,341
9.37985619879492-45.47123092995083,341
9.37985619879492-45.47123092995083,341
9.37985619879492-45.47123092995083,341
9.37985619879492-45.47123092995083,341
9.37985619879492-45.47123092995083,341
9.37985619879492-45.47123092995083,341
9.37985619879492-45.47123092995083,341
9.37985619879492-45.47123092995083,341
9.37985619879492-45.47123092995083,341
9.37985619879492-45.47123092995083,341
9.37985619879492-45.47123092995083,341
9.386261278338896-45.47123092995083,342
9.386261278338896-45.47123092995083,342
9.386261278338896-45.47123092995083,342
9.386261278338896-45.47123092995083,342
9.386261278338896-45.47123092995083,342
9.386261278338896-45.47123092995083,342
9.386261278338896-45.47123092995083,342
9.386261278338896-45.47123092995083,342
9.386261278338896-45.47123092995083,342
9.386261278338896-45.47123092995083,342
9.386261278338896-45.47123092995083,342
9.392666357882874-45.47123092995083,343
9.392666357882874-45.47123092995083,343
9.392666357882874-45.47123092995083,343
9.392666357882874-45.47123092995083,343
9.392666357882874-45.47123092995083,343
9.392666357882874-45.47123092995083,343
9.392666357882874-45.47123092995083,343
9.392666357882874-45.47123092995083,343
9.392666357882874-45.47123092995083,343
9.392666357882874-45.47123092995083,343
9.39907143742685-45.47123092995083,344
9.411881596514805-45.47123092995083,345
9.130061925415236-45.47572260285089,346
9.149278695581334-45.47572260285089,347
9.168495465747428-45.47572260285089,348
9.174901055802794-45.47572260285089,349
9.181306645858156-45.47572260285089,350
9.181306645858156-45.47572260285089,350
9.181306645858156-45.47572260285089,350
9.181306645858156-45.47572260285089,350
9.187712235913525-45.47572260285089,351
9.187712235913525-45.47572260285089,351
9.187712235913525-45.47572260285089,351
9.194117825968888-45.47572260285089,352
9.194117825968888-45.47572260285089,352
9.194117825968888-45.47572260285089,352
9.194117825968888-45.47572260285089,352
9.200523416024254-45.47572260285089,353
9.200523416024254-45.47572260285089,353
9.200523416024254-45.47572260285089,353
9.200523416024254-45.47572260285089,353
9.200523416024254-45.47572260285089,353
9.206929006079616-45.47572260285089,354
9.206929006079616-45.47572260285089,354
9.206929006079616-45.47572260285089,354
9.206929006079616-45.47572260285089,354
9.206929006079616-45.47572260285089,354
9.206929006079616-45.47572260285089,354
9.206929006079616-45.47572260285089,354
9.206929006079616-45.47572260285089,354
9.206929006079616-45.47572260285089,354
9.206929006079616-45.47572260285089,354
9.206929006079616-45.47572260285089,354
9.206929006079616-45.47572260285089,354
9.206929006079616-45.47572260285089,354
9.213334596134985-45.47572260285089,355
9.213334596134985-45.47572260285089,355
9.213334596134985-45.47572260285089,355
9.213334596134985-45.47572260285089,355
9.213334596134985-45.47572260285089,355
9.213334596134985-45.47572260285089,355
9.213334596134985-45.47572260285089,355
9.213334596134985-45.47572260285089,355
9.213334596134985-45.47572260285089,355
9.213334596134985-45.47572260285089,355
9.213334596134985-45.47572260285089,355
9.213334596134985-45.47572260285089,355
9.219740186190348-45.47572260285089,356
9.219740186190348-45.47572260285089,356
9.219740186190348-45.47572260285089,356
9.219740186190348-45.47572260285089,356
9.219740186190348-45.47572260285089,356
9.219740186190348-45.47572260285089,356
9.219740186190348-45.47572260285089,356
9.219740186190348-45.47572260285089,356
9.219740186190348-45.47572260285089,356
9.219740186190348-45.47572260285089,356
9.219740186190348-45.47572260285089,356
9.219740186190348-45.47572260285089,356
9.219740186190348-45.47572260285089,356
9.219740186190348-45.47572260285089,356
9.219740186190348-45.47572260285089,356
9.226145776245714-45.47572260285089,357
9.226145776245714-45.47572260285089,357
9.226145776245714-45.47572260285089,357
9.23255136630108-45.47572260285089,358
9.23255136630108-45.47572260285089,358
9.23255136630108-45.47572260285089,358
9.238956956356445-45.47572260285089,359
9.238956956356445-45.47572260285089,359
9.238956956356445-45.47572260285089,359
9.238956956356445-45.47572260285089,359
9.238956956356445-45.47572260285089,359
9.238956956356445-45.47572260285089,359
9.238956956356445-45.47572260285089,359
9.238956956356445-45.47572260285089,359
9.238956956356445-45.47572260285089,359
9.238956956356445-45.47572260285089,359
9.238956956356445-45.47572260285089,359
9.238956956356445-45.47572260285089,359
9.238956956356445-45.47572260285089,359
9.245362546411808-45.47572260285089,360
9.245362546411808-45.47572260285089,360
9.245362546411808-45.47572260285089,360
9.245362546411808-45.47572260285089,360
9.245362546411808-45.47572260285089,360
9.245362546411808-45.47572260285089,360
9.245362546411808-45.47572260285089,360
9.245362546411808-45.47572260285089,360
9.245362546411808-45.47572260285089,360
9.245362546411808-45.47572260285089,360
9.245362546411808-45.47572260285089,360
9.251768136467174-45.47572260285089,361
9.251768136467174-45.47572260285089,361
9.251768136467174-45.47572260285089,361
9.251768136467174-45.47572260285089,361
9.251768136467174-45.47572260285089,361
9.251768136467174-45.47572260285089,361
9.251768136467174-45.47572260285089,361
9.251768136467174-45.47572260285089,361
9.251768136467174-45.47572260285089,361
9.251768136467174-45.47572260285089,361
9.251768136467174-45.47572260285089,361
9.251768136467174-45.47572260285089,361
9.251768136467174-45.47572260285089,361
9.251768136467174-45.47572260285089,361
9.25817372652254-45.47572260285089,362
9.25817372652254-45.47572260285089,362
9.25817372652254-45.47572260285089,362
9.25817372652254-45.47572260285089,362
9.25817372652254-45.47572260285089,362
9.25817372652254-45.47572260285089,362
9.25817372652254-45.47572260285089,362
9.25817372652254-45.47572260285089,362
9.25817372652254-45.47572260285089,362
9.25817372652254-45.47572260285089,362
9.25817372652254-45.47572260285089,362
9.25817372652254-45.47572260285089,362
9.25817372652254-45.47572260285089,362
9.25817372652254-45.47572260285089,362
9.25817372652254-45.47572260285089,362
9.25817372652254-45.47572260285089,362
9.25817372652254-45.47572260285089,362
9.264579316577905-45.47572260285089,363
9.264579316577905-45.47572260285089,363
9.264579316577905-45.47572260285089,363
9.264579316577905-45.47572260285089,363
9.264579316577905-45.47572260285089,363
9.264579316577905-45.47572260285089,363
9.264579316577905-45.47572260285089,363
9.264579316577905-45.47572260285089,363
9.264579316577905-45.47572260285089,363
9.264579316577905-45.47572260285089,363
9.270984906633268-45.47572260285089,364
9.270984906633268-45.47572260285089,364
9.270984906633268-45.47572260285089,364
9.270984906633268-45.47572260285089,364
9.270984906633268-45.47572260285089,364
9.270984906633268-45.47572260285089,364
9.270984906633268-45.47572260285089,364
9.270984906633268-45.47572260285089,364
9.270984906633268-45.47572260285089,364
9.270984906633268-45.47572260285089,364
9.270984906633268-45.47572260285089,364
9.277390496688634-45.47572260285089,365
9.277390496688634-45.47572260285089,365
9.277390496688634-45.47572260285089,365
9.277390496688634-45.47572260285089,365
9.277390496688634-45.47572260285089,365
9.283796086744-45.47572260285089,366
9.283796086744-45.47572260285089,366
9.283796086744-45.47572260285089,366
9.283796086744-45.47572260285089,366
9.283796086744-45.47572260285089,366
9.283796086744-45.47572260285089,366
9.283796086744-45.47572260285089,366
9.283796086744-45.47572260285089,366
9.290201676799365-45.47572260285089,367
9.290201676799365-45.47572260285089,367
9.290201676799365-45.47572260285089,367
9.290201676799365-45.47572260285089,367
9.290201676799365-45.47572260285089,367
9.290201676799365-45.47572260285089,367
9.290201676799365-45.47572260285089,367
9.290201676799365-45.47572260285089,367
9.290201676799365-45.47572260285089,367
9.290201676799365-45.47572260285089,367
9.290201676799365-45.47572260285089,367
9.290201676799365-45.47572260285089,367
9.290201676799365-45.47572260285089,367
9.290201676799365-45.47572260285089,367
9.290201676799365-45.47572260285089,367
9.290201676799365-45.47572260285089,367
9.290201676799365-45.47572260285089,367
